ID or #		Start	End
gene95		95503	96696
gene96		96963	97064
gene98		98658	98861
gene99		98910	99206
gene100		99278	100498
gene101		100496	101047
gene102		100927	101025
gene103		101154	102014
gene104		102369	102902
gene105		102993	103736
gene106		104170	104772
gene107		105039	108191
gene108		108248	108730
gene109		108935	109921
gene111		110931	111734
gene113		112635	113402
gene114		113496	115733
gene115		115884	117062
gene116		117064	118452
gene117		118945	120612
gene118		120932	122707
gene119		122881	123762
gene120		123866	125263
gene121		125453	125926
gene122		126188	127780
gene124		130008	130760
gene125		131129	132127
gene126		132124	133119
gene127		133135	134109
gene128		134358	135338
gene129		135335	136345
gene130		136366	138120
gene131		138113	139369
gene132		139359	141095
gene133		141076	142854
gene134		142826	143605
gene135		143605	144807
gene136		144811	145575
gene137		145771	146178
gene138		146228	146854
gene139		147066	147842
gene140		147986	148108
gene141		148178	149158
gene142		149121	149813
gene143		150023	151189
gene144		151170	152408
gene145		152398	153828
gene146		154096	154695
gene147		155063	155788
gene148		155980	156735
gene149		156971	157678
gene150		157685	159037
gene152		159808	160986
gene153		161117	161932
gene154		161929	162654
gene155		162731	163504
gene156		163718	164674
gene157		164903	166447
gene158		166498	168033
gene159		168117	168320
gene160		168633	169453
gene161		169537	169863
gene162		170116	170651
gene163		171101	173710
gene164		174055	174723
gene165		174739	175425
gene166		175428	176192
gene167		177182	178036
gene168		178026	179054
gene169		179061	180176
gene170		180180	181304
gene171		181307	181933
gene172		181938	183047
gene173		183061	184227
gene174		184220	185425
gene175		185426	186631
gene176		186642	187199
gene177		187199	188086
gene178		188140	189402
gene179		189449	190624
gene180		190689	191009
gene181		191022	191405
gene182		191832	193319
gene183		193965	194924
gene184		194986	195189
gene185		195368	195880
gene186		196222	196962
gene187		196976	197950
gene188		197947	198708
gene189		198721	199753
gene190		199970	200329
gene191		200496	201527
gene192		201913	203163
gene193		203592	210785
gene194		210798	211442
gene195		211770	212264
gene196		212519	213283
gene197		213299	214540
gene198		214552	215586
gene199		215622	216833
gene200		217059	218414
gene201		218690	219247
gene202		219314	220954
gene203		221148	221249
gene204		221228	223288
gene205		223859	224914
gene206		224914	225810
gene207		225822	227276
gene208		227276	228154
gene209		228842	231631
gene210		231836	232678
gene211		232680	233603
gene212		233590	234702
gene213		234967	236559
gene214		236558	237994
gene215		238000	239163
gene216		239180	240955
gene217		240993	242999
gene218		243297	244070
gene219		244260	244886
gene220		245083	245673
gene221		246056	247153
gene222		247166	248437
gene223		248440	249708
gene224		249710	250549
gene225		250620	251699
gene226		251724	252764
gene227		252819	253787
gene228		253975	254076
gene229		254149	254721
gene230		254858	256255
gene231		256614	257372
gene232		257365	258921
gene233		258918	259886
gene234		260459	262723
gene235		262746	263501
gene236		263605	263799
gene237		263786	265600
gene238		265764	266108
gene239		266298	268127
gene240		268309	268416
gene241		268730	269923
gene242		269944	272205
gene243		272391	273647
gene244		273714	275219
gene245		275245	276822
gene246		277176	278405
gene247		278719	280194
gene248		280392	280748
gene249		280905	281078
gene250		281104	282249
gene251		282404	282511
gene252		282822	283775
gene253		284095	285624
gene254		285986	286921
gene255		287031	287129
gene256		287260	289356
gene257		289341	289808
gene258		289831	290109
gene259		290336	291595
gene260		291610	292668
gene261		292670	292816
gene262		292840	293883
gene263		294411	295127
gene264		295120	296145
gene265		296167	297861
gene266		298289	299458
gene267		299734	300450
gene268		300443	301468
gene269		301490	303178
gene270		303211	304935
gene271		305075	305749
gene272		305996	307750
gene273		307753	308493
gene274		308606	309049
gene275		309042	309743
gene276		309851	310555
gene277		310704	311495
gene278		311511	312947
gene280		313381	314142
gene281		314393	315307
gene282		315335	315739
gene283		315754	316635
gene284		316867	317865
gene285		318016	318195
gene286		318245	318637
gene287		318865	319269
gene288		319310	320695
gene289		320920	321912
gene290		322220	323188
gene291		323240	323899
gene292		323913	324833
gene293		324830	325996
gene294		326064	327587
gene295		327858	328511
gene296		328545	329132
gene297		329275	330177
gene298		330416	330709
gene299		330793	333822
gene300		333822	334280
gene301		334252	334494
gene302		334507	335841
gene303		335863	340302
gene304		340332	340724
gene305		340740	341054
gene306		341051	341728
gene307		341728	342045
gene308		342055	343899
gene309		343910	344401
gene310		344609	345292
gene311		345439	346050
gene312		346186	346404
gene317		348765	349448
gene321		352079	352567
gene322		352588	352701
gene323		353187	353564
gene324		353717	354115
gene325		354331	355176
gene326		355392	356699
gene327		356620	356859
gene328		357283	358173
gene329		358422	359471
gene330		359484	360161
gene331		360369	361400
gene332		361743	362861
gene333		362836	363759
gene334		363770	364990
gene335		365095	366627
gene336		366667	367548
gene337		367664	368566
gene338		368844	369644
gene339		369784	370452
gene340		370579	371940
gene341		372310	374382
gene342		374624	375451
gene343		375524	376723
gene344		376819	376911
gene345		377025	378026
gene346		378060	378392
gene347		378393	379193
gene348		379183	380127
gene349		380105	381127
gene350		381442	382467
gene351		382560	383906
gene352		383921	384214
gene353		384207	384650
gene354		384655	386610
gene355		386822	387241
gene356		387348	388703
gene357		388807	389247
gene358		389330	390688
gene359		390996	391922
gene360		391936	392997
gene361		393011	393577
gene362		393637	394632
gene364		395106	395651
gene365		395919	396773
gene366		396770	397999
gene367		397980	399692
gene368		399784	400440
gene369		400502	400717
gene370		400826	401215
gene371		401456	401659
gene372		401656	402369
gene373		402394	403236
gene374		403236	403865
gene375		404232	405365
gene376		405904	407085
gene377		407168	407920
gene378		407963	410191
gene379		410188	412029
gene380		411998	413158
gene381		413155	414258
gene382		414922	415767
gene383		415924	416805
gene384		416835	417038
gene385		417050	418147
gene386		418233	418424
gene387		418408	418677
gene388		418668	418964
gene389		418985	419488
gene390		419540	419782
gene391		420048	421022
gene392		421025	421572
gene393		421932	422543
gene394		422640	422759
gene395		422912	423280
gene396		423461	424033
gene397		424171	424434
gene398		424734	424985
gene399		425024	425233
gene400		425411	425992
gene401		426058	426441
gene402		426696	427322
gene403		427395	427688
gene404		427767	429290
gene405		429306	429875
gene406		430316	431122
gene407		431203	432591
gene408		432985	433232
gene409		433568	434524
gene410		434642	435304
gene411		435447	435854
gene412		436367	436945
gene413		436945	438213
gene414		438251	439717
gene415		439742	441283
gene416		441396	441932
gene417		442325	443029
gene418		443428	443700
gene419		443741	443980
gene420		443961	444113
gene421		444637	444996
gene423		446332	447012
gene424		447298	447993
gene426		449461	449598
gene427		449707	450633
gene428		450982	451701
gene429		452147	452842
gene430		453263	453958
gene431		454302	455000
gene432		455380	456078
gene433		456444	457127
gene436		460534	461211
gene437		461233	462741
gene438		462844	463152
gene443		466818	467588
gene446		469433	470248
gene447		470267	471052
gene448		471232	472047
gene449		472037	473365
gene450		473362	473685
gene451		473704	474018
gene452		474308	474502
gene453		474687	475889
gene454		475992	476135
gene455		476158	476286
gene456		477477	478961
gene457		478974	481679
gene458		481841	482203
gene459		482432	482848
gene460		482886	483560
gene461		483597	484331
gene462		484509	484622
gene463		490400	491242
gene464		491574	492578
gene465		492763	493032
gene466		493172	493576
gene467		493566	494051
gene468		494220	495002
gene469		494999	496117
gene470		496232	497116
gene471		497297	501796
gene472		501814	503277
gene473		503546	503638
gene474		504109	505536
gene475		505600	507240
gene476		508051	508326
gene477		508632	509156
gene478		509249	510922
gene479		511012	511329
gene480		511336	511932
gene484		518695	520032
gene485		520025	520651
gene486		520679	521008
gene487		521222	522148
gene488		522149	522952
gene489		522999	523316
gene490		523309	523407
gene491		523590	524315
gene492		524308	524556
gene493		524558	525397
gene494		525682	527655
gene495		527686	528459
gene496		528626	529162
gene497		529173	530066
gene498		530166	530429
gene499		536154	536807
gene500		537118	537690
gene501		537690	541196
gene502		541186	542712
gene503		542712	543905
gene504		543902	544165
gene505		544183	544575
gene506		544680	545081
gene507		545261	546556
gene508		546543	547100
gene509		547357	549450
gene510		549679	550560
gene511		550739	551671
gene513		552662	553033
gene521		556770	556843
gene522		556867	556942
gene525		558957	561877
gene526		561952	562065
gene527		562589	563971
gene528		564075	564962
gene529		564966	565526
gene530		565535	565687
gene531		565734	566948
gene532		567106	567567
gene533		567586	568152
gene534		568139	569149
gene535		569163	571619
gene536		572104	573468
gene537		573493	574566
gene538		575123	576577
gene539		576916	577647
gene540		577601	579031
gene541		579024	579428
gene542		579436	580182
gene543		580182	580706
gene544		580787	581356
gene545		581471	581614
gene546		581670	581852
gene547		581865	582413
gene548		582594	583016
gene549		583224	583916
gene550		584188	584688
gene551		584731	585099
gene552		585274	585882
gene553		586097	589648
gene554		589785	593408
gene555		593488	593799
gene556		593897	594310
gene557		594376	594846
gene558		597267	598451
gene559		598733	599908
gene560		600079	601266
gene561		601532	602410
gene562		602567	604207
gene563		604421	605386
gene564		605721	606797
gene565		606770	606943
gene566		607047	607730
gene567		607846	608508
gene568		608501	609163
gene569		609185	609655
gene570		609802	610671
gene571		610692	611258
gene572		611689	614532
gene575		623021	624493
gene576		624617	626107
gene577		626389	627267
gene578		627280	627945
gene579		627959	628327
gene580		628597	629355
gene581		629432	630064
gene582		630066	630614
gene583		630727	631374
gene584		631876	633276
gene585		633820	635196
gene586		635198	636337
gene587		636312	636677
gene588		636680	636949
gene589		637150	637317
gene590		637824	638654
gene591		638838	639494
gene592		639495	639875
gene593		640008	640376
gene594		640497	641981
gene595		642123	642575
gene596		642588	643352
gene597		643901	644653
gene598		644821	645807
gene599		645810	646646
gene600		647233	648153
gene601		648158	649141
gene602		649154	650230
gene603		650407	650748
gene604		650800	652122
gene605		652109	652549
gene606		652530	652628
gene607		652607	652708
gene608		653168	654583
gene609		654587	655213
gene610		655339	655980
gene611		656068	656685
gene612		656760	657389
gene613		657446	657562
gene614		657585	658205
gene615		658336	658977
gene616		659024	659653
gene617		659659	659739
gene618		660106	660735
gene619		660850	661500
gene620		661537	662172
gene621		662138	662383
gene622		662407	663033
gene623		663303	664241
gene624		664452	664988
gene625		665157	665633
gene626		665673	666968
gene627		668016	669026
gene628		669101	669208
gene629		669289	669717
gene630		669714	671375
gene632		672777	673664
gene633		673776	674762
gene634		674817	675536
gene635		675520	676320
gene636		676456	676962
gene637		677097	677840
gene638		678009	678797
gene639		679048	679422
gene640		680132	680281
gene641		680370	680930
gene642		681138	682158
gene643		682267	682623
gene644		682679	683269
gene645		683276	684322
gene646		684312	686159
gene647		686164	687522
gene648		687576	690071
gene649		690106	690489
gene650		690501	690761
gene651		690766	691821
gene652		691882	692973
gene653		693148	693450
gene654		693464	693784
gene655		693935	694219
gene656		694255	694656
gene657		694851	695075
gene658		695092	695295
gene659		695454	696014
gene660		696033	698435
gene661		698422	698847
gene662		698844	699188
gene663		699178	700674
gene664		700675	701157
gene665		701154	701456
gene666		701431	701868
gene667		702208	704250
gene668		705410	706339
gene669		706336	707172
gene670		707166	707909
gene671		708031	708675
gene672		708755	709507
gene673		709743	710507
gene674		710568	711362
gene675		711688	712521
gene676		712620	713723
gene677		713720	714781
gene678		714844	715242
gene679		715359	716654
gene680		717075	718802
gene681		719161	720390
gene682		720645	720737
gene683		720915	721748
gene684		722030	722827
gene685		722863	723867
gene686		723864	724880
gene687		725114	726082
gene688		726124	726708
gene689		726701	727063
gene690		727179	727676
gene691		728219	729199
gene692		729350	730393
gene693		730722	731150
gene694		731359	731865
gene695		731978	732901
gene696		732917	733591
gene697		733584	734624
gene698		734768	735529
gene699		735519	737408
gene700		738133	738750
gene701		738766	739773
gene702		740361	741158
gene703		741519	742163
gene704		742860	745009
gene705		745089	745514
gene706		745704	746420
gene707		746420	746893
gene708		746982	747101
gene709		747246	747890
gene710		748006	748872
gene711		748932	749027
gene712		749073	750293
gene713		750290	750778
gene714		750877	751566
gene715		751693	752136
gene716		752203	752598
gene717		752736	753035
gene718		753115	753657
gene719		753753	754319
gene720		754321	754779
gene721		754782	755465
gene722		755637	756512
gene723		756725	758356
gene724		758353	760026
gene725		760153	760596
gene726		760823	761749
gene727		761852	762760
gene728		762795	763082
gene729		763365	764918
gene730		765004	766377
gene731		766532	766816
gene732		766813	767430
gene733		767616	768038
gene734		768247	769413
gene735		769706	770158
gene736		770332	770814
gene737		771067	771828
gene738		771825	772745
gene739		772751	774709
gene740		775017	776198
gene741		776419	777768
gene742		777990	778829
gene743		778961	779944
gene744		780016	781071
gene745		781071	781757
gene746		781732	782205
gene747		782547	782987
gene748		783267	783851
gene749		783950	784663
gene750		784667	785086
gene751		785088	785756
gene752		786107	786700
gene753		786675	787835
gene754		787835	788443
gene755		788509	788715
gene756		788803	789513
gene757		789497	790501
gene758		790975	792915
gene759		793186	795069
gene760		795081	796862
gene761		797084	798061
gene762		798054	799568
gene763		799808	800866
gene764		801217	801759
gene765		802383	803300
gene766		803391	803492
gene767		803570	805075
gene768		805416	805916
gene769		805936	806802
gene770		807603	808001
gene771		807964	810069
gene772		810187	811158
gene773		811291	811395
gene774		811672	811827
gene775		811824	812837
gene776		812824	813780
gene777		813777	814538
gene778		814657	815685
gene779		816002	816322
gene780		816334	817257
gene781		817247	817375
gene782		817384	817902
gene783		818022	818900
gene784		819054	819374
gene785		819799	820923
gene786		821112	822338
gene787		822352	822846
gene788		822864	823625
gene789		823821	824891
gene790		825209	826264
gene791		826434	827075
gene792		827219	828085
gene793		828449	829531
gene794		829521	830198
gene795		830259	830831
gene796		831245	833776
gene797		833818	833922
gene798		834326	835201
gene799		835610	836449
gene800		836623	837273
gene801		837270	837506
gene802		837775	839760
gene803		839768	842614
gene804		843276	844208
gene805		844214	845053
gene806		845061	845546
gene807		845554	846993
gene808		847060	847995
gene810		848875	849786
gene811		849783	850778
gene812		850888	851832
gene813		852148	852219
gene814		852406	852993
gene815		853236	854138
gene816		854840	855469
gene817		855658	855804
gene818		856229	857242
gene819		857295	858305
gene820		858444	859634
gene821		859756	860517
gene822		860520	862037
gene823		862167	863471
gene824		863811	864269
gene825		864336	864569
gene826		864685	865425
gene827		865459	867831
gene828		867853	868317
gene829		868423	868737
gene830		869091	869372
gene831		869639	869962
gene832		869978	870124
gene833		870316	871044
gene834		871483	871635
gene835		871643	872086
gene836		872303	872833
gene838		876118	877644
gene839		877995	879017
gene840		879352	879822
gene841		880163	880849
gene842		881206	881406
gene843		881902	882120
gene844		882182	882466
gene845		882554	883123
gene846		883528	883788
gene847		884129	884332
gene848		884329	884565
gene849		884781	885371
gene850		885444	886061
gene851		886216	886710
gene852		886958	887092
gene853		887109	887531
gene854		887679	888395
gene855		888478	889017
gene856		889167	889487
gene857		889631	889987
gene858		890145	890525
gene859		890589	890702
gene860		890704	891582
gene861		891652	891765
gene862		891787	891933
gene863		892324	892710
gene864		892703	892999
gene865		893249	894274
gene866		894267	894962
gene867		894980	895801
gene868		895944	897164
gene869		897252	897980
gene870		898004	898732
gene871		898749	899207
gene872		899219	899551
gene873		899744	900007
gene874		900000	900272
gene875		900263	900457
gene876		900424	900627
gene877		900629	901012
gene878		901013	901261
gene879		901353	903725
gene880		904396	904740
gene881		904965	905171
gene882		905158	906216
gene883		906400	906891
gene884		907320	908288
gene885		908523	909077
gene886		910111	910305
gene887		910538	911389
gene888		911717	912478
gene889		912576	913883
gene890		913876	914013
gene891		913989	915239
gene892		915229	915693
gene893		915844	917241
gene894		917431	917565
gene895		917571	917885
gene896		918250	919290
gene897		919304	920371
gene898		920294	920428
gene899		920438	920536
gene900		920584	921432
gene901		921445	922272
gene902		922299	923618
gene903		923702	924619
gene904		924740	925132
gene905		925211	925477
gene906		925575	926009
gene907		926009	926788
gene908		926821	927780
gene909		928037	928144
gene910		928192	928344
gene911		928360	929817
gene912		929814	931028
gene913		931046	931282
gene914		931279	932454
gene915		932717	932959
gene916		933060	933383
gene917		933442	934506
gene918		934823	935059
gene919		935072	935431
gene920		935885	937093
gene921		939110	940426
gene922		940445	940819
gene923		940875	942029
gene924		942278	942634
gene925		942612	942905
gene926		942905	943384
gene927		943386	944882
gene928		944875	945216
gene929		945216	945644
gene930		945637	948042
gene931		948173	948556
gene932		948620	949213
gene933		950368	951495
gene934		951803	952993
gene935		953102	954346
gene936		954849	955778
gene937		956020	957399
gene938		957389	958594
gene939		959224	960276
gene940		960601	961176
gene941		961181	961705
gene942		961712	962296
gene943		962456	965932
gene944		965933	969586
gene945		969752	970654
gene946		970983	971372
gene947		971543	972859
gene948		972911	973735
gene949		973849	974157
gene950		974704	976518
gene951		976721	979330
gene952		979389	980258
gene953		980368	981513
gene954		981497	982138
gene955		982129	982278
gene956		982131	983249
gene957		984059	984493
gene958		984750	984935
gene959		985230	986171
gene960		986183	987427
gene961		987482	987853
gene962		988096	989022
gene963		989022	990092
gene964		990109	991191
gene965		991181	992122
gene966		992141	993796
gene967		994008	995723
gene968		995774	996760
gene969		996763	997743
gene970		997736	998698
gene971		998710	999591
gene972		999633	1000622
gene973		1000917	1001312
gene974		1001683	1002402
gene975		1002523	1003508
gene976		1003556	1005364
gene977		1005824	1006630
gene978		1006653	1007018
gene979		1007122	1007715
gene980		1007901	1008248
gene981		1008265	1008900
gene982		1008917	1009726
gene983		1009723	1010577
gene984		1010598	1011983
gene985		1011993	1013837
gene986		1013905	1014021
gene987		1014115	1014885
gene988		1015080	1016165
gene989		1016507	1018075
gene990		1018217	1018975
gene991		1019169	1019678
gene992		1019791	1020981
gene993		1020959	1022134
gene994		1022567	1024048
gene995		1024041	1024292
gene996		1024292	1025854
gene997		1026156	1026959
gene998		1027193	1029502
gene999		1029519	1030877
gene1000		1031016	1032527
gene1001		1032707	1032795
gene1002		1032798	1032872
gene1003		1033014	1033583
gene1004		1041289	1042770
gene1005		1043692	1044651
gene1006		1044697	1044828
gene1007		1044892	1045107
gene1008		1045272	1045823
gene1009		1045875	1046813
gene1010		1046986	1048356
gene1011		1048343	1050016
gene1012		1050003	1050806
gene1013		1050799	1051620
gene1014		1051859	1052188
gene1015		1052226	1053407
gene1016		1053489	1054499
gene1017		1058166	1061936
gene1018		1062164	1062613
gene1019		1062753	1063223
gene1020		1063271	1064488
gene1021		1064939	1066132
gene1022		1066669	1066959
gene1023		1066956	1067561
gene1024		1067551	1069539
gene1025		1069539	1070639
gene1026		1070941	1071063
gene1027		1071211	1071528
gene1028		1072333	1073193
gene1029		1073394	1073876
gene1030		1073863	1074987
gene1031		1074991	1075695
gene1032		1075695	1075958
gene1033		1075960	1076631
gene1034		1076624	1078813
gene1035		1078792	1080276
gene1036		1080269	1081297
gene1037		1081872	1083359
gene1038		1083381	1084628
gene1039		1084893	1085699
gene1040		1085692	1087092
gene1041		1087107	1087682
gene1042		1088552	1089847
gene1043		1090272	1091444
gene1044		1091498	1092040
gene1045		1092194	1092460
gene1046		1092463	1094181
gene1047		1094418	1094651
gene1048		1094849	1096210
gene1049		1096207	1097226
gene1050		1097359	1098021
gene1051		1098370	1100067
gene1052		1100067	1100285
gene1053		1100314	1100436
gene1054		1100766	1101317
gene1055		1101682	1102308
gene1056		1102479	1103591
gene1057		1103595	1104572
gene1058		1104663	1105955
gene1059		1105959	1107365
gene1060		1107533	1107808
gene1061		1107952	1108491
gene1062		1108504	1109598
gene1063		1111203	1112276
gene1064		1112350	1113369
gene1065		1113652	1114071
gene1066		1114110	1114214
gene1067		1117734	1119581
gene1068		1119721	1119888
gene1069		1119890	1120372
gene1070		1120513	1120788
gene1071		1121090	1122328
gene1072		1122882	1126334
gene1073		1126474	1127544
gene1074		1127825	1128736
gene1075		1128761	1129222
gene1076		1129549	1130586
gene1077		1130602	1131036
gene1078		1132264	1132518
gene1079		1132521	1132910
gene1080		1132980	1133522
gene1081		1133524	1134006
gene1082		1134068	1135207
gene1083		1138438	1139490
gene1084		1139699	1140382
gene1085		1140382	1141458
gene1086		1141455	1142333
gene1087		1142346	1143311
gene1088		1144126	1144449
gene1089		1144486	1144593
gene1090		1144638	1144736
gene1091		1144833	1145573
gene1092		1145954	1147012
gene1093		1147012	1149414
gene1094		1149585	1150541
gene1095		1150893	1151159
gene1096		1151160	1151681
gene1097		1151754	1153466
gene1098		1153476	1155824
gene1099		1155997	1156311
gene1100		1156374	1156469
gene1101		1156635	1158416
gene1102		1158740	1159354
gene1103		1159406	1161172
gene1104		1161172	1161987
gene1105		1162223	1163023
gene1106		1163035	1163622
gene1107		1163615	1164118
gene1108		1164246	1164413
gene1109		1164607	1164936
gene1110		1165098	1165214
gene1111		1165305	1165706
gene1112		1166378	1166884
gene1113		1167143	1167640
gene1114		1167794	1168144
gene1115		1168459	1168590
gene1116		1168797	1168982
gene1117		1169604	1169837
gene1118		1170314	1171273
gene1119		1171946	1172092
gene1120		1172076	1172273
gene1121		1172305	1172553
gene1122		1172718	1173434
gene1123		1173542	1174267
gene1124		1174362	1175087
gene1125		1175525	1176526
gene1126		1176549	1177481
gene1127		1177653	1179209
gene1128		1179517	1179744
gene1129		1180049	1180996
gene1130		1181245	1181433
gene1131		1181908	1181981
gene1132		1182345	1182479
gene1133		1182536	1182670
gene1134		1182794	1183489
gene1135		1183598	1184038
gene1136		1184072	1184176
gene1137		1184233	1185846
gene1138		1185990	1186421
gene1139		1186437	1187372
gene1140		1187386	1187787
gene1141		1187768	1190002
gene1142		1190294	1191259
gene1143		1191261	1192610
gene1144		1192626	1193945
gene1145		1197737	1198411
gene1146		1198408	1198971
gene1147		1198983	1199273
gene1148		1199356	1200162
gene1149		1200186	1200803
gene1150		1201024	1203777
gene1151		1204067	1204864
gene1153		1205688	1206179
gene1154		1206179	1207096
gene1155		1207495	1208022
gene1156		1208231	1209547
gene1157		1209575	1210456
gene1158		1210471	1211748
gene1159		1211750	1212850
gene1160		1212843	1216016
gene1161		1216123	1216818
gene1162		1216818	1217429
gene1163		1217459	1217671
gene1164		1218108	1218509
gene1165		1218772	1220469
gene1166		1220744	1221367
gene1167		1221367	1221585
gene1168		1221795	1223000
gene1169		1223000	1225408
gene1170		1225914	1226867
gene1171		1227532	1228020
gene1172		1228013	1228948
gene1173		1228945	1230252
gene1174		1230255	1231349
gene1175		1231356	1232099
gene1176		1232096	1234090
gene1177		1234318	1235193
gene1178		1235194	1235838
gene1179		1235845	1236486
gene1180		1237498	1237872
gene1181		1237887	1239533
gene1182		1239723	1241783
gene1183		1241986	1242558
gene1184		1242563	1243549
gene1185		1243542	1244468
gene1186		1244455	1245195
gene1187		1245176	1245331
gene1188		1245438	1245671
gene1189		1245787	1246518
gene1190		1246665	1250231
gene1191		1250231	1251481
gene1192		1256028	1258634
gene1193		1259035	1259919
gene1194		1259903	1260670
gene1195		1260779	1261945
gene1196		1261967	1262875
gene1197		1263069	1264220
gene1198		1264248	1265492
gene1199		1265665	1266537
gene1200		1266711	1268786
gene1201		1268942	1270249
gene1202		1270666	1271562
gene1203		1271559	1272104
gene1204		1272170	1273573
gene1205		1273598	1274371
gene1206		1274713	1275480
gene1207		1275514	1275627
gene1208		1275662	1276543
gene1209		1276680	1277402
gene1210		1278348	1279118
gene1211		1279125	1279907
gene1212		1280169	1281455
gene1213		1281475	1283178
gene1214		1283442	1287752
gene1215		1288042	1288509
gene1216		1288530	1289705
gene1217		1289726	1290010
gene1218		1290007	1290324
gene1219		1290329	1292446
gene1220		1292832	1293182
gene1221		1293351	1294268
gene1222		1294283	1295254
gene1223		1295369	1295638
gene1224		1296008	1298104
gene1225		1298340	1300013
gene1226		1300260	1302638
gene1227		1302643	1303356
gene1228		1303387	1304652
gene1229		1304652	1305938
gene1230		1305938	1306642
gene1231		1306747	1307574
gene1232		1307593	1307985
gene1233		1308019	1308597
gene1234		1308824	1309975
gene1235		1310140	1311183
gene1236		1311537	1313096
gene1237		1313393	1313608
gene1238		1313782	1314579
gene1239		1314719	1316479
gene1240		1316480	1317346
gene1241		1317440	1317733
gene1242		1317867	1319411
gene1243		1319412	1319777
gene1244		1319804	1320295
gene1245		1320598	1323216
gene1246		1323229	1325238
gene1247		1325244	1325786
gene1248		1326251	1327069
gene1249		1327198	1328694
gene1250		1328804	1330525
gene1251		1330675	1331589
gene1252		1331607	1332542
gene1253		1332557	1332790
gene1254		1333012	1333488
gene1255		1333600	1334838
gene1256		1334857	1336095
gene1257		1336338	1336706
gene1258		1336725	1338065
gene1259		1338558	1338755
gene1260		1339456	1339668
gene1261		1339962	1340168
gene1262		1340869	1340979
gene1263		1341407	1341592
gene1264		1342104	1342208
gene1265		1342163	1342336
gene1266		1342337	1342588
gene1267		1342634	1343218
gene1268		1343339	1343587
gene1269		1343717	1343818
gene1270		1343864	1344130
gene1271		1344127	1344264
gene1272		1344335	1344980
gene1273		1344693	1344983
gene1274		1344994	1345188
gene1275		1345238	1345579
gene1276		1345586	1345777
gene1277		1345761	1345856
gene1278		1346326	1347351
gene1279		1347621	1347818
gene1280		1347876	1349357
gene1281		1349541	1350440
gene1282		1350409	1351140
gene1283		1351144	1352235
gene1284		1352232	1352834
gene1285		1352947	1353135
gene1286		1353274	1353807
gene1287		1353950	1354804
gene1288		1355135	1355710
gene1289		1355764	1357146
gene1290		1357152	1357259
gene1291		1357337	1358617
gene1292		1358623	1359684
gene1293		1359686	1360600
gene1294		1360658	1361461
gene1295		1364040	1365461
gene1296		1365543	1365701
gene1297		1370471	1372459
gene1298		1372692	1372979
gene1299		1374874	1377903
gene1300		1380615	1380743
gene1301		1381078	1383783
gene1302		1383963	1384430
gene1303		1384637	1384933
gene1304		1385309	1385917
gene1305		1386123	1388114
gene1306		1388114	1390516
gene1307		1390644	1390742
gene1308		1390766	1392226
gene1309		1392720	1393577
gene1310		1393552	1393719
gene1311		1393712	1394920
gene1312		1395401	1397923
gene1313		1398126	1398635
gene1314		1398772	1399755
