Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	# misassemblies	# local misassemblies	# unaligned contigs	Unaligned contigs length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	# genes	Largest alignment	NA50	NGA50	NA75	NGA75
X.axonopodis_velvet-msrca.gam	227	124	4913042	4879575	196	307295	4908038	4967469	65.10	64.92	92978	91202	44059	43948	26	58	134 + 21 part	1597453	20.146	3.306	0.00	4164.86	146.06	795 + 76 part	46289	None	None	None	None
X.axonopodis_spades-abyss.gam	450	116	5013769	4942243	190	312376	4982899	4967469	65.03	64.92	117467	117467	63036	63036	26	67	143 + 14 part	1342330	20.440	3.586	4.86	4181.32	137.71	810 + 77 part	46289	None	None	None	None
X.axonopodis_msrca-abyss.gam	149	96	4933218	4901242	149	322669	4933218	4967469	65.08	64.92	117883	117883	63903	63903	24	63	104 + 15 part	1315300	20.064	3.630	0.00	4256.06	146.13	795 + 70 part	46289	None	None	None	None
X.axonopodis_cabog-velvet.gam	185	89	4847803	4836974	97	312406	4839168	4967469	65.18	64.92	107676	105803	58882	54303	27	66	47 + 17 part	1335299	19.855	3.553	0.00	4180.68	145.58	783 + 78 part	46286	None	None	None	None
X.axonopodis_velvet-soap.gam	222	124	4916496	4885945	189	335627	4911304	4967469	65.10	64.92	104091	104091	44059	43948	24	63	130 + 20 part	1617035	20.146	3.290	0.00	4144.38	134.87	792 + 82 part	46289	None	None	None	None
X.axonopodis_mira-msrca.gam	2934	458	6575722	5551150	2720	353171	6540988	4967469	63.88	64.92	75271	117092	5677	61612	28	64	2513 + 24 part	2837276	20.408	3.639	17.89	4149.65	150.49	787 + 149 part	46289	None	None	None	None
X.axonopodis_msrca-cabog.gam	150	95	4930368	4897249	150	322669	4930368	4967469	65.07	64.92	117883	117883	63903	63903	25	62	105 + 15 part	1315030	20.005	3.638	0.00	4256.86	146.78	794 + 70 part	46289	None	None	None	None
X.axonopodis_abyss-soap.gam	2329	124	5085957	4908313	158	199392	4924134	4967469	65.08	64.92	94163	93391	51530	50268	24	61	97 + 25 part	1699328	20.687	3.138	1.08	4146.62	151.56	820 + 77 part	46289	None	None	None	None
X.axonopodis_cabog-abyss.gam	185	85	4852484	4840927	95	312406	4843636	4967469	65.17	64.92	115818	115818	63940	63030	28	67	45 + 14 part	1168613	20.426	3.622	0.00	4187.24	153.30	810 + 77 part	46286	None	None	None	None
X.axonopodis_msrca-sga.gam	153	97	4934051	4900103	153	322669	4934051	4967469	65.08	64.92	117883	117883	61875	61875	24	61	106 + 16 part	1326770	20.064	3.620	0.00	4257.50	146.13	795 + 70 part	46289	None	None	None	None
X.axonopodis_velvet-sga.gam	242	122	4913596	4876786	199	349976	4906736	4967469	65.10	64.92	99604	99604	50296	44059	25	59	139 + 20 part	1650501	19.852	3.300	0.00	4151.52	146.94	784 + 78 part	46289	None	None	None	None
X.axonopodis_sga-soap.gam	84311	116	13494376	4813496	189	199311	4845440	4967469	65.17	64.92	90769	88798	51502	44006	25	61	123 + 23 part	1628774	20.150	3.211	0.00	4162.75	141.89	797 + 81 part	46289	None	None	None	None
X.axonopodis_spades-sga.gam	452	116	5013991	4942295	190	312376	4982794	4967469	65.03	64.92	117467	117467	63036	63036	26	67	143 + 14 part	1342225	20.440	3.586	4.86	4181.22	137.71	810 + 77 part	46289	None	None	None	None
X.axonopodis_cabog-sga.gam	180	81	4845542	4833806	91	312406	4836794	4967469	65.18	64.92	117860	117860	63976	63940	28	65	45 + 14 part	1214169	19.613	3.718	0.00	4181.95	145.53	776 + 74 part	46286	None	None	None	None
X.axonopodis_mira-spades.gam	2938	464	6589443	5566168	2724	387779	6554709	4967469	63.88	64.92	87872	115419	5677	62081	28	66	2523 + 26 part	2826815	21.045	3.557	18.11	4171.87	145.29	814 + 150 part	46289	None	None	None	None
X.axonopodis_soap-sga.gam	2027	119	5185374	4887125	173	199337	4909812	4967469	65.11	64.92	104115	97890	54773	51592	22	66	112 + 20 part	1603970	20.194	3.294	0.00	4153.28	141.06	800 + 79 part	46289	None	None	None	None
X.axonopodis_mira-soap.gam	2935	460	6611054	5587117	2721	387779	6576320	4967469	63.89	64.92	72965	115419	5683	61612	28	64	2512 + 28 part	2865420	20.431	3.642	17.82	4145.72	137.88	788 + 150 part	46289	None	None	None	None
X.axonopodis_velvet-abyss.gam	230	115	4913167	4876992	191	349976	4906920	4967469	65.10	64.92	105255	104091	51558	50296	24	61	134 + 19 part	1599108	20.339	3.273	0.55	4168.96	144.50	804 + 79 part	46289	None	None	None	None
X.axonopodis_soap-cabog.gam	1975	110	5178613	4891017	157	312123	4908551	4967469	65.10	64.92	115282	115282	61877	58280	24	67	105 + 17 part	1359527	20.046	3.564	0.00	4154.55	144.66	795 + 78 part	46287	None	None	None	None
X.axonopodis_cabog-soap.gam	183	85	4846631	4834664	95	312406	4837996	4967469	65.18	64.92	115585	115585	63940	62315	27	66	46 + 16 part	1278909	19.624	3.651	0.00	4181.86	145.23	775 + 77 part	46286	None	None	None	None
X.axonopodis_msrca-velvet.gam	152	99	4934511	4901466	152	322669	4934511	4967469	65.07	64.92	117883	117883	61875	61875	24	61	105 + 16 part	1327230	20.064	3.620	0.00	4257.50	146.13	795 + 70 part	46289	None	None	None	None
X.axonopodis_sga-spades.gam	84349	116	13497601	4814077	193	312258	4846542	4967469	65.16	64.92	103994	103994	53721	50233	24	58	129 + 22 part	1490268	19.657	3.433	0.54	4158.17	139.70	773 + 80 part	46289	None	None	None	None
X.axonopodis_mira-cabog.gam	2946	462	6582950	5551986	2732	387766	6548216	4967469	63.88	64.92	74474	115419	5493	61612	28	64	2522 + 27 part	2848867	20.436	3.630	17.97	4145.48	152.41	787 + 152 part	46289	None	None	None	None
X.axonopodis_abyss-msrca.gam	2260	112	5078528	4905091	152	312789	4922918	4967469	65.08	64.92	115186	115186	58221	58221	26	58	97 + 24 part	1556889	20.492	3.307	1.08	4165.08	155.29	815 + 72 part	46289	None	None	None	None
X.axonopodis_velvet-cabog.gam	251	128	4913718	4875397	208	307295	4906858	4967469	65.10	64.92	85407	85407	43948	43728	24	59	144 + 23 part	1666145	20.106	3.243	0.00	4145.65	143.96	793 + 80 part	46289	None	None	None	None
X.axonopodis_spades-velvet.gam	453	117	5014024	4942328	191	312376	4982827	4967469	65.03	64.92	117467	117467	63036	63036	26	67	144 + 14 part	1342258	20.440	3.586	4.86	4181.32	137.71	810 + 77 part	46289	None	None	None	None
X.axonopodis_abyss-sga.gam	2366	129	5086368	4899977	177	196813	4922532	4967469	65.08	64.92	91167	91167	49035	49035	26	59	114 + 27 part	1745247	20.860	3.066	1.08	4156.47	151.96	826 + 77 part	46289	None	None	None	None
X.axonopodis_msrca-mira.gam	151	95	4933979	4900031	151	353424	4933979	4967469	65.08	64.92	117883	117883	61875	61875	24	63	106 + 15 part	1315858	20.064	3.630	0.10	4255.03	148.50	795 + 70 part	46289	None	None	None	None
X.axonopodis_abyss-cabog.gam	2320	112	5081975	4901066	155	312302	4920663	4967469	65.08	64.92	106328	106328	61796	61796	28	63	103 + 17 part	1333322	20.529	3.518	0.83	4163.34	152.71	816 + 73 part	46289	None	None	None	None
X.axonopodis_sga-abyss.gam	84501	130	13507233	4796717	219	176301	4835570	4967469	65.17	64.92	74096	69350	43898	42095	21	52	139 + 32 part	2107140	19.994	2.741	1.03	4163.50	140.99	789 + 81 part	46289	None	None	None	None
X.axonopodis_soap-abyss.gam	1972	120	5179408	4889718	175	199337	4912487	4967469	65.10	64.92	94232	94232	54773	54773	23	67	115 + 20 part	1584531	20.742	3.230	0.00	4167.90	141.32	824 + 79 part	46289	None	None	None	None
X.axonopodis_abyss-spades.gam	2295	115	5082415	4907563	152	312788	4923237	4967469	65.08	64.92	115186	115186	58221	57425	27	61	97 + 20 part	1336988	20.486	3.524	1.28	4151.30	141.15	813 + 75 part	46289	None	None	None	None
X.axonopodis_velvet-spades.gam	236	126	4927988	4894268	198	307295	4921920	4967469	65.10	64.92	100754	94198	47847	44059	24	59	136 + 21 part	1630632	19.903	3.327	0.16	4148.76	143.89	787 + 79 part	46289	None	None	None	None
X.axonopodis_cabog-msrca.gam	180	80	4847327	4835770	90	387542	4838479	4967469	65.18	64.92	115818	115818	63940	62316	28	66	42 + 16 part	1286856	19.909	3.591	0.00	4196.08	145.71	787 + 74 part	46286	None	None	None	None
X.axonopodis_sga-velvet.gam	84303	122	13489256	4808038	207	312258	4842224	4967469	65.17	64.92	94168	90769	44006	43685	24	57	141 + 22 part	1661192	19.722	3.242	0.00	4169.53	143.80	775 + 80 part	46289	None	None	None	None
X.axonopodis_velvet-mira.gam	236	116	4915279	4878610	193	349976	4908419	4967469	65.10	64.92	105255	104091	53490	51558	27	60	135 + 19 part	1508896	20.053	3.412	0.00	4149.04	133.69	790 + 79 part	46289	None	None	None	None
X.axonopodis_abyss-mira.gam	2315	117	5083129	4903385	160	312788	4922953	4967469	65.08	64.92	94163	94163	53763	51530	28	60	105 + 20 part	1508529	20.806	3.304	1.14	4163.28	151.06	826 + 76 part	46289	None	None	None	None
X.axonopodis_spades-soap.gam	446	116	5013429	4945815	184	312376	4982232	4967469	65.03	64.92	117467	117467	63036	63036	26	67	137 + 14 part	1341663	20.440	3.586	3.99	4181.22	137.71	810 + 77 part	46289	None	None	None	None
X.axonopodis_soap-velvet.gam	1922	122	5173627	4892952	174	335684	4913950	4967469	65.10	64.92	104115	104115	44093	43982	23	65	114 + 22 part	1755987	20.443	3.109	0.00	4136.15	137.24	807 + 83 part	46289	None	None	None	None
X.axonopodis_sga-msrca.gam	84607	118	13537041	4819491	199	183694	4852912	4967469	65.18	64.92	90771	90771	51503	44006	19	57	132 + 24 part	1677570	19.282	3.310	0.00	4218.95	141.00	757 + 78 part	46289	None	None	None	None
X.axonopodis_spades-mira.gam	444	111	5013334	4942773	182	387975	4982137	4967469	65.03	64.92	118249	118249	63845	63845	28	66	136 + 14 part	1290152	20.555	3.616	4.68	4190.20	137.82	811 + 76 part	46289	None	None	None	None
X.axonopodis_soap-spades.gam	1954	110	5202494	4917531	157	312613	4935583	4967469	65.10	64.92	115282	115282	61878	58283	24	67	102 + 17 part	1427171	20.799	3.396	0.59	4173.83	145.60	825 + 79 part	46289	None	None	None	None
X.axonopodis_msrca-spades.gam	149	94	4933571	4900117	149	322669	4933571	4967469	65.08	64.92	118649	117883	64613	64613	25	63	105 + 14 part	1303180	20.064	3.643	0.39	4254.62	146.54	795 + 70 part	46289	None	None	None	None
X.axonopodis_sga-cabog.gam	84759	108	13548059	4812237	178	199173	4842894	4967469	65.19	64.92	108654	108654	53604	50233	23	58	114 + 25 part	1487700	19.660	3.433	0.00	4156.62	142.11	772 + 79 part	46286	None	None	None	None
X.axonopodis_cabog-spades.gam	181	86	4853584	4843089	93	312406	4844949	4967469	65.17	64.92	115585	115585	63940	63030	28	67	44 + 15 part	1208765	20.657	3.544	0.00	4186.15	153.75	818 + 78 part	46286	None	None	None	None
X.axonopodis_abyss-velvet.gam	2263	121	5078394	4903970	162	349948	4922978	4967469	65.08	64.92	100788	100788	51530	50268	27	59	103 + 25 part	1555675	20.513	3.305	1.08	4149.53	148.57	812 + 76 part	46289	None	None	None	None
