Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	# misassemblies	# local misassemblies	# unaligned contigs	Unaligned contigs length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	# genes	Largest alignment	NA50	NGA50	NA75	NGA75
R.sphaeroides_mira-spades.gam	1581	446	4725855	4355336	1228	110511	4675875	4603060	68.75	68.79	17528	17743	8196	8354	10	7	1 + 7 part	1220	99.058	1.022	7.14	22.46	5.81	3814 + 530 part	110511	17328	17656	8112	8287
R.sphaeroides_sga-velvet.gam	12186	511	5704978	4164683	862	75323	4291843	4603060	68.71	68.79	12793	12057	6610	5330	2	2	0 + 3 part	205	92.746	1.004	0.00	4.92	3.49	3589 + 664 part	75323	12793	12057	6610	5330
R.sphaeroides_mira-soap.gam	1581	446	4725855	4355336	1228	110511	4675875	4603060	68.75	68.79	17528	17743	8196	8354	10	7	1 + 7 part	1220	99.058	1.022	7.14	22.46	5.81	3814 + 530 part	110511	17328	17656	8112	8287
R.sphaeroides_MiSeq_velvet-sga.gam	509	212	4550483	4502306	279	127804	4526914	4603060	68.78	68.79	36284	35820	21487	20265	2	10	1 + 1 part	771	97.968	1.005	0.00	13.35	3.75	4128 + 203 part	127804	36284	35820	20501	20234
R.sphaeroides_spades-msrca.gam	350	134	4670077	4607692	298	291333	4664700	4603060	68.68	68.79	74486	83463	47310	47313	8	5	107 + 0 part	25816	99.184	1.018	16.21	8.50	4.01	4244 + 104 part	291332	74016	83460	42137	42417
R.sphaeroides_MiSeq_abyss-velvet.gam	662	190	4571493	4495145	305	169529	4538429	4603060	68.79	68.79	45524	42625	24272	23741	3	10	0 + 1 part	56	98.265	1.012	0.00	8.31	3.91	4146 + 184 part	169529	45524	42625	23752	23614
R.sphaeroides_MiSeq_msrca-mira.gam	61	52	4247887	4242889	61	241348	4247887	4603060	68.90	68.79	143568	142742	104435	65447	5	5	1 + 1 part	341	91.951	1.004	0.00	12.66	4.25	4015 + 43 part	241348	143568	142742	104435	65447
R.sphaeroides_MiSeq_abyss-spades.gam	533	89	4587389	4525196	176	286177	4554193	4603060	68.80	68.79	114804	114804	52804	52804	3	7	0 + 0 part	0	98.693	1.009	1.80	6.93	3.81	4240 + 97 part	286177	114804	114804	50873	50665
R.sphaeroides_MiSeq_mira-cabog.gam	571	250	4660071	4482606	553	170528	4657409	4603060	68.77	68.79	61452	61452	24566	25840	22	7	0 + 3 part	116	99.424	1.028	3.56	42.61	8.63	4107 + 254 part	170528	59043	61452	24449	24566
R.sphaeroides_MiSeq_msrca-msrca.gam	63	53	4247935	4242597	63	241348	4247935	4603060	68.90	68.79	142742	130714	102371	64787	5	5	1 + 1 part	341	91.944	1.004	0.00	12.57	4.21	4014 + 44 part	241348	142742	130714	102371	64787
R.sphaeroides_msrca-mira.gam	130	89	4489204	4468382	130	358962	4489204	4603060	68.86	68.79	176783	176783	76502	69776	5	5	0 + 3 part	49	97.031	1.005	0.00	74.94	5.28	4195 + 62 part	358962	176783	176783	76502	69769
R.sphaeroides_MiSeq_mira-abyss.gam	309	212	4603177	4570066	291	125166	4600515	4603060	68.81	68.79	34036	34036	20237	20237	18	7	0 + 3 part	116	99.235	1.010	1.80	41.49	8.54	4185 + 169 part	125166	34036	34036	19145	19145
R.sphaeroides_spades-cabog.gam	350	134	4670077	4607692	298	291333	4664700	4603060	68.68	68.79	74486	83463	47310	47313	8	5	107 + 0 part	25816	99.184	1.018	16.21	8.50	4.01	4244 + 104 part	291332	74016	83460	42137	42417
R.sphaeroides_mira-velvet.gam	1581	446	4725855	4355336	1228	110511	4675875	4603060	68.75	68.79	17528	17743	8196	8354	10	7	1 + 7 part	1220	99.058	1.022	7.14	22.46	5.81	3814 + 530 part	110511	17328	17656	8112	8287
R.sphaeroides_MiSeq_abyss-cabog.gam	609	146	4581205	4508059	249	208709	4547569	4603060	68.79	68.79	61413	61413	31344	26260	6	4	0 + 2 part	103	98.622	1.008	0.00	6.72	3.92	4191 + 152 part	208661	61413	59779	31342	26260
R.sphaeroides_MiSeq_soap-abyss.gam	207	145	4567016	4545672	203	171912	4566300	4603060	68.78	68.79	49264	49264	28475	28253	3	13	19 + 2 part	5168	98.795	1.013	0.00	6.11	3.98	4213 + 131 part	171912	49264	49264	28253	27907
R.sphaeroides_MiSeq_cabog-soap.gam	77	75	3947250	3946576	76	181440	3947078	4603060	69.06	68.79	97168	85004	52867	26486	6	4	0 + 2 part	155	85.744	1.006	4.48	10.69	3.93	3713 + 85 part	181440	97168	77798	49234	25809
R.sphaeroides_MiSeq_cabog-sga.gam	93	90	3944762	3943907	91	170790	3944409	4603060	69.06	68.79	65850	57964	36183	22480	7	3	0 + 2 part	155	85.664	1.006	4.49	10.63	3.96	3698 + 96 part	170790	63331	54175	35814	22476
R.sphaeroides_soap-msrca.gam	7436	613	5220141	4360313	859	45522	4487957	4603060	68.87	68.79	10993	10600	5774	5310	3	10	1 + 11 part	1125	97.134	1.003	0.00	28.38	10.74	3655 + 674 part	45511	10906	10512	5702	5304
R.sphaeroides_msrca-msrca.gam	130	89	4489204	4468382	130	358962	4489204	4603060	68.86	68.79	176783	176783	76502	69776	5	5	0 + 3 part	49	97.031	1.005	0.00	74.94	5.28	4195 + 62 part	358962	176783	176783	76502	69769
R.sphaeroides_MiSeq_msrca-cabog.gam	61	51	4247858	4242520	61	241348	4247858	4603060	68.90	68.79	142742	130714	104435	77487	5	5	1 + 1 part	341	91.944	1.004	0.00	12.55	4.18	4015 + 43 part	241348	142742	130714	104435	77487
R.sphaeroides_sga-mira.gam	12186	511	5704978	4164683	862	75323	4291843	4603060	68.71	68.79	12793	12057	6610	5330	2	2	0 + 3 part	205	92.746	1.004	0.00	4.92	3.49	3589 + 664 part	75323	12793	12057	6610	5330
R.sphaeroides_velvet-mira.gam	798	513	4525236	4422515	696	59062	4510543	4603060	68.77	68.79	13800	13087	7323	6852	3	4	1 + 5 part	404	97.568	1.001	0.00	12.83	3.36	3797 + 531 part	59056	13775	13087	7322	6851
R.sphaeroides_abyss-msrca.gam	1557	464	4633465	4501467	604	66408	4569531	4603060	68.73	68.79	13460	13319	8453	8354	9	2	1 + 1 part	661	98.258	1.009	0.18	10.17	3.74	3927 + 379 part	66408	13319	13002	8441	8339
R.sphaeroides_soap-mira.gam	7436	613	5220141	4360313	859	45522	4487957	4603060	68.87	68.79	10993	10600	5774	5310	3	10	1 + 11 part	1125	97.134	1.003	0.00	28.38	10.74	3655 + 674 part	45511	10906	10512	5702	5304
R.sphaeroides_MiSeq_sga-mira.gam	506	328	4594445	4539168	460	78179	4586551	4603060	68.78	68.79	23046	23046	12553	12515	14	4	3 + 0 part	752	98.549	1.010	0.46	38.56	6.50	4058 + 284 part	78179	22465	22465	12212	12114
R.sphaeroides_MiSeq_mira-soap.gam	273	176	4605200	4570574	255	171150	4602538	4603060	68.80	68.79	44299	44299	24249	24249	20	14	0 + 2 part	88	99.285	1.018	1.91	34.88	6.32	4205 + 151 part	170636	42622	42622	23784	23784
R.sphaeroides_MiSeq_velvet-velvet.gam	655	307	4537774	4467985	416	71713	4512665	4603060	68.77	68.79	24300	23979	14708	13982	3	9	1 + 1 part	771	97.662	1.001	0.00	13.15	3.71	4034 + 291 part	71713	24248	23979	14708	13982
R.sphaeroides_velvet-abyss.gam	798	513	4525236	4422515	696	59062	4510543	4603060	68.77	68.79	13800	13087	7323	6852	3	4	1 + 5 part	404	97.568	1.001	0.00	12.83	3.36	3797 + 531 part	59056	13775	13087	7322	6851
R.sphaeroides_MiSeq_velvet-mira.gam	474	186	4559763	4513373	246	150084	4536508	4603060	68.78	68.79	46606	46535	24116	23542	13	16	1 + 1 part	771	98.255	1.014	0.11	29.47	5.28	4162 + 171 part	150084	46606	46498	23542	23146
R.sphaeroides_MiSeq_velvet-cabog.gam	470	143	4561974	4503867	231	245297	4536865	4603060	68.80	68.79	97430	97430	36655	35820	5	11	1 + 1 part	771	98.405	1.009	0.00	15.28	3.66	4203 + 139 part	245297	89709	89709	35820	32637
R.sphaeroides_MiSeq_abyss-sga.gam	755	284	4570313	4493950	397	93177	4536983	4603060	68.78	68.79	25769	25574	14484	13838	2	3	0 + 3 part	152	98.266	1.003	0.00	5.90	3.40	4069 + 263 part	93177	25769	25550	14314	13838
R.sphaeroides_MiSeq_abyss-mira.gam	674	219	4581939	4512026	315	125077	4548410	4603060	68.79	68.79	33591	33555	19796	19144	9	8	0 + 1 part	56	98.466	1.006	0.24	21.49	5.14	4141 + 193 part	125077	33591	33555	19136	18761
R.sphaeroides_mira-cabog.gam	1581	446	4725855	4355336	1228	110511	4675875	4603060	68.75	68.79	17528	17743	8196	8354	10	7	1 + 7 part	1220	99.058	1.022	7.14	22.46	5.81	3814 + 530 part	110511	17328	17656	8112	8287
R.sphaeroides_MiSeq_soap-soap.gam	441	302	4554476	4489150	437	115051	4553760	4603060	68.80	68.79	33829	33491	16585	15849	2	13	19 + 2 part	5168	98.149	1.014	0.00	6.13	3.90	4028 + 312 part	115051	33829	33491	16585	15822
R.sphaeroides_MiSeq_spades-velvet.gam	266	92	4618336	4584948	176	286217	4608803	4603060	68.74	68.79	118093	118093	59218	59218	9	7	54 + 0 part	13389	99.485	1.004	10.11	10.35	3.84	4285 + 68 part	286217	118093	118093	59218	59218
R.sphaeroides_cabog-sga.gam	539	531	4216057	4212622	537	41321	4215836	4603060	68.95	68.79	12421	11358	7179	5447	4	3	0 + 10 part	360	90.840	1.009	0.00	23.05	4.97	3530 + 511 part	41321	12360	11217	7179	5447
R.sphaeroides_velvet-soap.gam	798	513	4525236	4422515	696	59062	4510543	4603060	68.77	68.79	13800	13087	7323	6852	3	4	1 + 5 part	404	97.568	1.001	0.00	12.83	3.36	3797 + 531 part	59056	13775	13087	7322	6851
R.sphaeroides_MiSeq_mira-msrca.gam	586	267	4659891	4484049	568	235621	4657229	4603060	68.78	68.79	104414	104414	21462	22191	20	8	0 + 3 part	116	99.357	1.023	2.86	43.62	8.51	4087 + 269 part	235621	104414	104414	18853	21751
R.sphaeroides_MiSeq_abyss-soap.gam	639	169	4577606	4502953	280	171902	4544129	4603060	68.79	68.79	47544	46540	25769	25204	2	14	0 + 1 part	56	98.339	1.017	0.00	6.98	4.31	4155 + 177 part	171902	47544	46540	25204	24272
R.sphaeroides_msrca-velvet.gam	130	89	4489204	4468382	130	358962	4489204	4603060	68.86	68.79	176783	176783	76502	69776	5	5	0 + 3 part	49	97.031	1.005	0.00	74.94	5.28	4195 + 62 part	358962	176783	176783	76502	69769
R.sphaeroides_MiSeq_soap-cabog.gam	255	153	4558261	4516125	251	180894	4557545	4603060	68.80	68.79	87519	84944	37257	36771	2	10	19 + 2 part	5168	98.511	1.011	0.00	6.02	4.01	4186 + 159 part	180894	87519	84944	37257	36771
R.sphaeroides_sga-soap.gam	12186	511	5704978	4164683	862	75323	4291843	4603060	68.71	68.79	12793	12057	6610	5330	2	2	0 + 3 part	205	92.746	1.004	0.00	4.92	3.49	3589 + 664 part	75323	12793	12057	6610	5330
R.sphaeroides_cabog-spades.gam	539	531	4216057	4212622	537	41321	4215836	4603060	68.95	68.79	12421	11358	7179	5447	4	3	0 + 10 part	360	90.840	1.009	0.00	23.05	4.97	3530 + 511 part	41321	12360	11217	7179	5447
R.sphaeroides_MiSeq_abyss-abyss.gam	846	339	4567617	4474301	486	71578	4533981	4603060	68.78	68.79	21647	21441	11675	11021	2	3	0 + 3 part	152	98.109	1.003	0.00	4.94	3.41	4013 + 306 part	71578	21647	21441	11619	11021
R.sphaeroides_MiSeq_cabog-msrca.gam	49	47	3992237	3991884	47	236179	3991884	4603060	69.07	68.79	143164	127844	101982	63331	6	3	0 + 0 part	0	86.761	1.001	3.36	15.30	5.11	3772 + 57 part	236179	143162	127843	101982	59879
R.sphaeroides_cabog-abyss.gam	539	531	4216057	4212622	537	41321	4215836	4603060	68.95	68.79	12421	11358	7179	5447	4	3	0 + 10 part	360	90.840	1.009	0.00	23.05	4.97	3530 + 511 part	41321	12360	11217	7179	5447
R.sphaeroides_MiSeq_spades-cabog.gam	259	85	4618906	4585518	169	295942	4609373	4603060	68.74	68.79	129125	129125	59218	61232	9	6	54 + 0 part	13389	99.510	1.008	10.28	10.83	3.97	4292 + 61 part	295942	126620	126620	59218	59218
R.sphaeroides_spades-soap.gam	350	134	4670077	4607692	298	291333	4664700	4603060	68.68	68.79	74486	83463	47310	47313	8	5	107 + 0 part	25816	99.184	1.018	16.21	8.50	4.01	4244 + 104 part	291332	74016	83460	42137	42417
R.sphaeroides_MiSeq_velvet-spades.gam	395	106	4575993	4531375	167	286187	4552766	4603060	68.81	68.79	105794	103976	51628	50428	3	12	1 + 0 part	688	98.567	1.010	1.67	13.29	3.61	4237 + 99 part	286187	105794	103976	50428	47486
R.sphaeroides_MiSeq_sga-spades.gam	280	107	4606528	4554256	234	286154	4598634	4603060	68.80	68.79	113494	113494	47514	47514	5	6	3 + 1 part	763	99.106	1.005	2.83	6.95	3.51	4258 + 94 part	286154	113494	113494	45202	45202
R.sphaeroides_spades-mira.gam	350	134	4670077	4607692	298	291333	4664700	4603060	68.68	68.79	74486	83463	47310	47313	8	5	107 + 0 part	25816	99.184	1.018	16.21	8.50	4.01	4244 + 104 part	291332	74016	83460	42137	42417
R.sphaeroides_msrca-abyss.gam	130	89	4489204	4468382	130	358962	4489204	4603060	68.86	68.79	176783	176783	76502	69776	5	5	0 + 3 part	49	97.031	1.005	0.00	74.94	5.28	4195 + 62 part	358962	176783	176783	76502	69769
R.sphaeroides_MiSeq_spades-sga.gam	267	94	4617459	4585022	177	286217	4607926	4603060	68.74	68.79	118093	118093	53389	53389	9	5	54 + 0 part	13389	99.485	1.004	9.14	10.02	3.82	4286 + 67 part	286217	118093	118093	52010	52010
R.sphaeroides_MiSeq_cabog-spades.gam	55	53	3989963	3989610	53	295271	3989610	4603060	69.06	68.79	127819	119660	89042	53377	6	3	0 + 0 part	0	86.659	1.006	2.91	12.38	3.84	3774 + 59 part	295271	127819	119660	89041	34775
R.sphaeroides_MiSeq_cabog-mira.gam	83	80	3949809	3948954	81	170790	3949456	4603060	69.04	68.79	77798	63331	47774	24385	7	3	0 + 2 part	155	85.897	1.006	4.79	10.52	3.89	3715 + 87 part	170790	71667	59592	45887	24385
R.sphaeroides_MiSeq_soap-velvet.gam	204	139	4566249	4543624	200	171912	4565533	4603060	68.78	68.79	56443	56443	29196	28475	3	13	19 + 2 part	5168	98.819	1.010	0.00	6.53	3.87	4218 + 125 part	171912	56443	56443	29196	28475
R.sphaeroides_MiSeq_mira-spades.gam	184	90	4625075	4593502	166	286166	4622413	4603060	68.80	68.79	119244	119244	52817	52817	21	10	0 + 2 part	43	99.436	1.014	2.64	42.01	9.07	4286 + 70 part	286166	119242	119242	47507	47507
R.sphaeroides_mira-sga.gam	1581	446	4725855	4355336	1228	110511	4675875	4603060	68.75	68.79	17528	17743	8196	8354	10	7	1 + 7 part	1220	99.058	1.022	7.14	22.46	5.81	3814 + 530 part	110511	17328	17656	8112	8287
R.sphaeroides_cabog-soap.gam	539	531	4216057	4212622	537	41321	4215836	4603060	68.95	68.79	12421	11358	7179	5447	4	3	0 + 10 part	360	90.840	1.009	0.00	23.05	4.97	3530 + 511 part	41321	12360	11217	7179	5447
R.sphaeroides_abyss-mira.gam	1557	464	4633465	4501467	604	66408	4569531	4603060	68.73	68.79	13460	13319	8453	8354	9	2	1 + 1 part	661	98.258	1.009	0.18	10.17	3.74	3927 + 379 part	66408	13319	13002	8441	8339
R.sphaeroides_soap-soap.gam	7436	613	5220141	4360313	859	45522	4487957	4603060	68.87	68.79	10993	10600	5774	5310	3	10	1 + 11 part	1125	97.134	1.003	0.00	28.38	10.74	3655 + 674 part	45511	10906	10512	5702	5304
R.sphaeroides_soap-velvet.gam	7436	613	5220141	4360313	859	45522	4487957	4603060	68.87	68.79	10993	10600	5774	5310	3	10	1 + 11 part	1125	97.134	1.003	0.00	28.38	10.74	3655 + 674 part	45511	10906	10512	5702	5304
R.sphaeroides_velvet-cabog.gam	798	513	4525236	4422515	696	59062	4510543	4603060	68.77	68.79	13800	13087	7323	6852	3	4	1 + 5 part	404	97.568	1.001	0.00	12.83	3.36	3797 + 531 part	59056	13775	13087	7322	6851
R.sphaeroides_MiSeq_sga-msrca.gam	295	129	4609116	4560815	249	235617	4601222	4603060	68.80	68.79	127850	127850	59673	59673	6	6	3 + 0 part	752	98.963	1.007	0.00	10.47	3.60	4238 + 111 part	235617	127850	127850	59673	59673
R.sphaeroides_MiSeq_mira-velvet.gam	284	184	4601766	4566768	266	150233	4599104	4603060	68.81	68.79	47316	47316	24179	24179	18	11	0 + 3 part	116	99.316	1.019	1.83	41.74	8.64	4207 + 149 part	150232	47316	46627	23784	23784
R.sphaeroides_MiSeq_spades-soap.gam	247	76	4619485	4587509	157	286217	4609952	4603060	68.74	68.79	120555	120555	64791	64791	9	8	54 + 0 part	13389	99.508	1.011	8.50	9.50	4.04	4301 + 52 part	286217	120555	120555	64791	64791
R.sphaeroides_MiSeq_sga-cabog.gam	378	194	4603322	4544640	332	170513	4595428	4603060	68.79	68.79	56416	56416	24616	24616	7	3	3 + 1 part	763	99.073	1.010	0.48	4.28	3.86	4186 + 170 part	170513	56416	56416	24584	24584
R.sphaeroides_mira-mira.gam	1581	446	4725855	4355336	1228	110511	4675875	4603060	68.75	68.79	17528	17743	8196	8354	10	7	1 + 7 part	1220	99.058	1.022	7.14	22.46	5.81	3814 + 530 part	110511	17328	17656	8112	8287
R.sphaeroides_MiSeq_spades-msrca.gam	233	62	4620807	4588529	143	295945	4611274	4603060	68.74	68.79	147958	147958	104078	104078	9	6	54 + 0 part	13389	99.524	1.005	7.46	11.87	3.89	4312 + 41 part	295945	147958	147958	104078	104078
R.sphaeroides_sga-abyss.gam	12186	511	5704978	4164683	862	75323	4291843	4603060	68.71	68.79	12793	12057	6610	5330	2	2	0 + 3 part	205	92.746	1.004	0.00	4.92	3.49	3589 + 664 part	75323	12793	12057	6610	5330
R.sphaeroides_cabog-cabog.gam	539	531	4216057	4212622	537	41321	4215836	4603060	68.95	68.79	12421	11358	7179	5447	4	3	0 + 10 part	360	90.840	1.009	0.00	23.05	4.97	3530 + 511 part	41321	12360	11217	7179	5447
R.sphaeroides_sga-msrca.gam	12186	511	5704978	4164683	862	75323	4291843	4603060	68.71	68.79	12793	12057	6610	5330	2	2	0 + 3 part	205	92.746	1.004	0.00	4.92	3.49	3589 + 664 part	75323	12793	12057	6610	5330
R.sphaeroides_spades-sga.gam	350	134	4670077	4607692	298	291333	4664700	4603060	68.68	68.79	74486	83463	47310	47313	8	5	107 + 0 part	25816	99.184	1.018	16.21	8.50	4.01	4244 + 104 part	291332	74016	83460	42137	42417
R.sphaeroides_soap-cabog.gam	7436	613	5220141	4360313	859	45522	4487957	4603060	68.87	68.79	10993	10600	5774	5310	3	10	1 + 11 part	1125	97.134	1.003	0.00	28.38	10.74	3655 + 674 part	45511	10906	10512	5702	5304
R.sphaeroides_MiSeq_sga-velvet.gam	405	219	4598732	4539148	359	127573	4590838	4603060	68.78	68.79	35947	35947	21305	20913	4	9	3 + 1 part	763	98.927	1.005	0.00	4.66	3.54	4162 + 192 part	127573	35947	35947	20913	20264
R.sphaeroides_velvet-velvet.gam	798	513	4525236	4422515	696	59062	4510543	4603060	68.77	68.79	13800	13087	7323	6852	3	4	1 + 5 part	404	97.568	1.001	0.00	12.83	3.36	3797 + 531 part	59056	13775	13087	7322	6851
R.sphaeroides_MiSeq_msrca-spades.gam	50	41	4246408	4242015	50	295966	4246408	4603060	68.90	68.79	174202	170720	142742	128010	7	5	1 + 1 part	341	91.944	1.004	0.33	12.76	4.23	4023 + 35 part	295966	174202	170720	130714	119377
R.sphaeroides_MiSeq_spades-mira.gam	258	89	4622555	4590751	169	286217	4613220	4603060	68.74	68.79	120555	120555	58086	58086	11	7	54 + 0 part	13389	99.545	1.006	9.34	20.14	4.58	4295 + 58 part	286217	120555	120555	53380	53380
R.sphaeroides_msrca-spades.gam	130	89	4489204	4468382	130	358962	4489204	4603060	68.86	68.79	176783	176783	76502	69776	5	5	0 + 3 part	49	97.031	1.005	0.00	74.94	5.28	4195 + 62 part	358962	176783	176783	76502	69769
R.sphaeroides_MiSeq_cabog-cabog.gam	148	145	3952878	3952023	146	127844	3952525	4603060	69.06	68.79	41794	31540	22363	15957	6	3	0 + 2 part	155	85.597	1.009	5.31	10.36	3.73	3654 + 140 part	127843	41176	30364	22361	15957
R.sphaeroides_MiSeq_velvet-soap.gam	438	147	4567598	4521583	209	171255	4544202	4603060	68.79	68.79	55932	53906	28378	26766	2	15	1 + 2 part	1105	98.278	1.013	0.00	14.10	3.96	4201 + 132 part	171255	55932	53906	28378	26766
R.sphaeroides_MiSeq_soap-mira.gam	232	176	4566200	4549026	228	171035	4565484	4603060	68.78	68.79	44473	44473	24229	24086	9	13	19 + 2 part	5168	98.901	1.009	0.13	10.02	4.92	4187 + 161 part	170521	44473	44473	23784	23541
R.sphaeroides_cabog-mira.gam	539	531	4216057	4212622	537	41321	4215836	4603060	68.95	68.79	12421	11358	7179	5447	4	3	0 + 10 part	360	90.840	1.009	0.00	23.05	4.97	3530 + 511 part	41321	12360	11217	7179	5447
R.sphaeroides_spades-spades.gam	350	134	4670077	4607692	298	291333	4664700	4603060	68.68	68.79	74486	83463	47310	47313	8	5	107 + 0 part	25816	99.184	1.018	16.21	8.50	4.01	4244 + 104 part	291332	74016	83460	42137	42417
R.sphaeroides_abyss-velvet.gam	1557	464	4633465	4501467	604	66408	4569531	4603060	68.73	68.79	13460	13319	8453	8354	9	2	1 + 1 part	661	98.258	1.009	0.18	10.17	3.74	3927 + 379 part	66408	13319	13002	8441	8339
