Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	# misassemblies	# local misassemblies	# unaligned contigs	Unaligned contigs length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	# genes	Largest alignment	NA50	NGA50	NA75	NGA75
A.hydrophila_mira-abyss.gam	1300	45	5265765	4918330	1035	820663	5233616	4744448	61.62	61.55	284599	301540	137773	189760	40	32	957 + 27 part	2506254	14.731	3.898	7.64	4162.66	164.26	609 + 76 part	52419	None	None	None	None
A.hydrophila_mira-velvet.gam	1290	52	5328396	4988244	1025	393502	5296247	4744448	61.63	61.55	246249	252922	129057	189760	45	34	946 + 28 part	2033092	15.241	4.508	7.80	4172.73	186.06	634 + 75 part	52419	None	None	None	None
A.hydrophila_cabog-sga.gam	85	61	5008760	4998677	77	710684	5007954	4744448	61.60	61.55	278382	301342	156215	189722	39	26	32 + 17 part	1722613	14.833	4.668	0.00	4225.39	199.08	604 + 70 part	52397	None	None	None	None
A.hydrophila_velvet-mira.gam	89	43	4921987	4912688	55	526254	4916850	4744448	61.61	61.55	184389	192973	122035	128840	36	28	14 + 18 part	2056990	14.564	4.132	0.14	4190.02	196.66	598 + 60 part	52419	None	None	None	None
A.hydrophila_cabog-velvet.gam	100	69	5009265	4995049	92	710684	5008459	4744448	61.60	61.55	278382	301342	156215	189722	42	25	42 + 17 part	1735377	14.684	4.698	0.00	4218.86	189.56	596 + 70 part	52397	None	None	None	None
A.hydrophila_cabog-spades.gam	98	67	5009204	4994988	90	710684	5008398	4744448	61.60	61.55	301342	301342	156215	189722	42	25	39 + 17 part	1688706	14.725	4.752	0.04	4216.69	189.95	597 + 71 part	52397	None	None	None	None
A.hydrophila_sga-abyss.gam	1887	66	5098568	4875916	115	544705	4892300	4744448	61.60	61.55	133785	133785	61249	72130	26	22	50 + 29 part	2592027	14.345	3.375	1.86	4166.94	182.88	580 + 65 part	52419	None	None	None	None
A.hydrophila_abyss-velvet.gam	154	41	4981386	4966208	61	822917	4972337	4744448	61.53	61.55	292474	292474	137333	159245	36	24	21 + 16 part	2068507	14.827	4.110	0.02	4133.90	207.45	604 + 64 part	52419	None	None	None	None
A.hydrophila_spades-soap.gam	331	34	5010607	4922758	305	829962	5007157	4744448	61.55	61.55	491198	491198	137987	159055	44	33	269 + 12 part	1738650	15.002	4.574	2.14	4214.00	202.64	612 + 62 part	52419	None	None	None	None
A.hydrophila_msrca-velvet.gam	29	22	4914439	4911218	29	1124684	4914439	4744448	61.61	61.55	828647	828647	245339	301891	49	26	5 + 10 part	1735242	13.677	4.896	0.00	4185.31	174.80	562 + 66 part	52419	None	None	None	None
A.hydrophila_spades-abyss.gam	331	33	5010770	4922641	305	656295	5007357	4744448	61.55	61.55	379681	491198	159055	166422	36	26	269 + 12 part	2392956	14.990	3.658	2.10	4190.96	182.66	611 + 62 part	52419	None	None	None	None
A.hydrophila_sga-velvet.gam	1848	63	5189712	4972830	107	544705	4988016	4744448	61.60	61.55	134372	180233	72750	79125	29	28	42 + 27 part	2382942	14.784	3.706	0.00	4194.07	185.11	613 + 61 part	52419	None	None	None	None
A.hydrophila_soap-cabog.gam	193	24	5034440	5006769	47	862129	5014833	4744448	61.59	61.55	301462	301462	262961	279862	40	26	15 + 10 part	2319976	14.287	3.969	0.00	4170.85	200.01	581 + 63 part	52397	None	None	None	None
A.hydrophila_cabog-msrca.gam	100	69	5011893	4997677	92	710684	5011087	4744448	61.60	61.55	278382	301342	156215	189722	44	26	39 + 19 part	1766377	14.671	4.661	0.00	4214.02	183.87	594 + 73 part	52397	None	None	None	None
A.hydrophila_mira-spades.gam	1294	42	5395769	5048675	1031	590742	5364002	4744448	61.49	61.55	252634	284599	137773	230142	30	23	955 + 27 part	2752070	14.745	3.729	7.59	4186.41	166.71	613 + 75 part	52419	None	None	None	None
A.hydrophila_soap-mira.gam	190	34	4914057	4888619	54	495215	4895892	4744448	61.60	61.55	272377	272377	169415	169415	35	21	15 + 12 part	2250573	14.664	3.792	0.08	4201.06	190.83	602 + 63 part	52419	None	None	None	None
A.hydrophila_abyss-cabog.gam	157	44	4983538	4967398	64	822917	4974770	4744448	61.53	61.55	291693	291693	158522	159245	36	26	21 + 18 part	2069688	14.618	4.163	1.83	4138.15	204.64	594 + 64 part	52419	None	None	None	None
A.hydrophila_msrca-mira.gam	31	24	4914975	4911754	31	1124684	4914975	4744448	61.61	61.55	828647	828647	235264	245339	51	29	5 + 12 part	1585434	13.685	5.125	0.00	4175.35	177.68	564 + 66 part	52419	None	None	None	None
