Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	# misassemblies	# local misassemblies	# unaligned contigs	Unaligned contigs length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	# genes	Largest alignment	NA50	NGA50	NA75	NGA75
B.cereus_MiSeq_cabog-msrca.gam	43	42	5416884	5416459	43	755742	5416884	5432652	35.41	35.50	247296	247296	139238	139238	7	6	0 + 0 part	0	99.293	1.006	0.00	5.15	2.45	5958 + 40 part	755742	217061	217061	139235	139235
B.cereus_mira-spades.gam	687	437	5670388	5517018	677	524448	5668940	5432652	35.22	35.50	43373	47354	14872	18696	7	1	541 + 66 part	5549358	1.657	1.333	4.82	3333.22	130.97	119 + 85 part	5197	None	None	None	None
B.cereus_mira-mira.gam	687	437	5670388	5517018	677	524448	5668940	5432652	35.22	35.50	43373	47354	14872	18696	7	1	541 + 66 part	5549358	1.657	1.333	4.82	3333.22	130.97	119 + 85 part	5197	None	None	None	None
B.cereus_MiSeq_velvet-spades.gam	170	96	5357782	5340650	130	341404	5351878	5432652	35.31	35.50	103151	103151	58280	57526	3	16	1 + 2 part	2460	98.261	1.007	0.04	9.93	3.54	5832 + 81 part	341398	103151	103151	58280	57522
B.cereus_MiSeq_msrca-sga.gam	88	53	5438299	5420853	88	766822	5438299	5432652	35.42	35.50	246697	246697	170659	170659	12	11	0 + 0 part	0	99.014	1.011	0.00	8.92	3.59	5961 + 38 part	766822	246697	246697	170659	170659
B.cereus_soap-soap.gam	3161	248	5991251	5573897	412	268115	5637793	5432652	35.20	35.50	54744	57933	21019	23414	3	1	363 + 33 part	5594472	0.700	1.122	0.00	3688.69	198.49	61 + 4 part	9186	None	None	None	None
B.cereus_MiSeq_velvet-cabog.gam	193	119	5361884	5344014	153	258502	5355980	5432652	35.32	35.50	98131	98131	57402	56539	7	12	1 + 2 part	2460	98.383	1.004	0.00	9.28	3.54	5806 + 96 part	258417	98131	93211	51321	50465
B.cereus_velvet-soap.gam	527	251	5016338	4944132	377	267159	4993552	5432652	35.50	35.50	44126	38930	20550	14779	0	1	319 + 28 part	4876369	0.709	2.829	0.00	4044.79	143.01	56 + 8 part	10326	None	None	None	None
B.cereus_MiSeq_cabog-spades.gam	51	50	5417904	5417479	51	607419	5417904	5432652	35.41	35.50	205842	205842	104347	104347	8	9	0 + 0 part	0	99.294	1.009	0.07	5.82	2.52	5950 + 48 part	607419	205842	205842	103133	103133
B.cereus_cabog-velvet.gam	164	163	4797470	4796994	164	387299	4797470	5432652	34.97	35.50	79405	61625	31477	18467	4	0	123 + 37 part	4702547	0.588	2.971	0.00	3824.85	309.57	59 + 14 part	5194	None	None	None	None
B.cereus_MiSeq_cabog-sga.gam	76	75	5418303	5417878	76	258489	5418303	5432652	35.41	35.50	155352	155352	81015	81015	7	6	0 + 0 part	0	99.323	1.007	0.00	4.84	2.41	5934 + 64 part	258489	150479	150479	81015	81015
B.cereus_MiSeq_mira-spades.gam	126	59	5419388	5386783	115	607081	5418271	5432652	35.43	35.50	176173	176173	92252	92252	13	15	4 + 4 part	3764	99.064	1.012	3.89	6.45	2.29	5944 + 57 part	607081	176173	176173	81450	81450
B.cereus_MiSeq_abyss-velvet.gam	587	59	5431280	5380062	86	712073	5388580	5432652	35.32	35.50	207203	207203	96174	96174	3	32	1 + 0 part	210	98.573	1.010	100.32	7.19	8.01	5835 + 64 part	711603	207203	207203	95894	95894
B.cereus_cabog-mira.gam	164	163	4797470	4796994	164	387299	4797470	5432652	34.97	35.50	79405	61625	31477	18467	4	0	123 + 37 part	4702547	0.588	2.971	0.00	3824.85	309.57	59 + 14 part	5194	None	None	None	None
B.cereus_MiSeq_cabog-mira.gam	60	59	5422050	5421625	60	413150	5422050	5432652	35.41	35.50	169052	169052	104428	104428	12	7	0 + 0 part	0	99.420	1.012	0.30	5.65	2.70	5947 + 52 part	413087	161602	161602	83639	83639
B.cereus_MiSeq_mira-msrca.gam	112	46	5419481	5387426	101	814494	5418364	5432652	35.43	35.50	246695	246695	139325	139325	13	16	4 + 4 part	3764	99.031	1.011	3.47	6.49	2.17	5951 + 49 part	814494	210488	210488	100038	100038
B.cereus_cabog-sga.gam	164	163	4797470	4796994	164	387299	4797470	5432652	34.97	35.50	79405	61625	31477	18467	4	0	123 + 37 part	4702547	0.588	2.971	0.00	3824.85	309.57	59 + 14 part	5194	None	None	None	None
B.cereus_MiSeq_abyss-cabog.gam	598	72	5435640	5384967	96	553421	5392843	5432652	35.33	35.50	138733	138733	79221	75026	3	27	1 + 0 part	210	98.577	1.009	100.47	6.59	8.93	5824 + 72 part	553421	138733	138733	79221	75026
B.cereus_spades-sga.gam	1127	179	5962659	5678972	1043	459337	5952240	5432652	35.27	35.50	90150	97169	30765	48782	9	0	955 + 54 part	5871941	0.893	1.363	17.37	2937.14	216.75	94 + 19 part	9186	None	None	None	None
B.cereus_msrca-cabog.gam	259	180	5640375	5602907	250	397830	5639383	5432652	35.22	35.50	97165	103595	31702	40080	10	2	183 + 49 part	5554719	0.866	1.737	0.00	3035.85	278.63	114 + 20 part	9186	None	None	None	None
B.cereus_MiSeq_sga-mira.gam	3025	105	6145255	5352382	3016	333525	6143604	5432652	37.08	35.50	87165	99692	31449	50495	27	14	4 + 29 part	3413	98.569	1.040	0.65	4.15	2.09	5894 + 84 part	333462	81450	89350	28914	46209
B.cereus_MiSeq_msrca-abyss.gam	82	53	5436843	5422751	82	766822	5436843	5432652	35.41	35.50	246697	246697	170659	170659	12	12	0 + 0 part	0	99.014	1.011	1.29	9.02	4.09	5961 + 38 part	766822	246697	246697	170659	170659
B.cereus_spades-cabog.gam	1127	179	5962659	5678972	1043	459337	5952240	5432652	35.27	35.50	90150	97169	30765	48782	9	0	955 + 54 part	5871941	0.893	1.363	17.37	2937.14	216.75	94 + 19 part	9186	None	None	None	None
B.cereus_abyss-soap.gam	894	325	5879341	5771919	472	257581	5837565	5432652	35.23	35.50	38893	48302	18719	21996	8	2	379 + 45 part	5772864	0.828	1.206	0.00	3366.71	236.54	103 + 14 part	9186	None	None	None	None
B.cereus_soap-cabog.gam	3161	248	5991251	5573897	412	268115	5637793	5432652	35.20	35.50	54744	57933	21019	23414	3	1	363 + 33 part	5594472	0.700	1.122	0.00	3688.69	198.49	61 + 4 part	9186	None	None	None	None
B.cereus_sga-mira.gam	30012	463	8771094	5397822	967	108975	5588248	5432652	35.16	35.50	22445	23414	10130	11069	1	1	924 + 30 part	5556425	0.545	1.069	0.00	3872.28	129.08	25 + 8 part	5197	None	None	None	None
B.cereus_soap-msrca.gam	3161	248	5991251	5573897	412	268115	5637793	5432652	35.20	35.50	54744	57933	21019	23414	3	1	363 + 33 part	5594472	0.700	1.122	0.00	3688.69	198.49	61 + 4 part	9186	None	None	None	None
B.cereus_MiSeq_velvet-abyss.gam	146	71	5357109	5337827	107	552794	5351349	5432652	35.30	35.50	146610	143716	76879	76879	4	18	1 + 2 part	2460	98.238	1.012	28.65	8.32	7.93	5839 + 58 part	552794	146610	143716	76879	76879
B.cereus_msrca-abyss.gam	259	180	5640375	5602907	250	397830	5639383	5432652	35.22	35.50	97165	103595	31702	40080	10	2	183 + 49 part	5554719	0.866	1.737	0.00	3035.85	278.63	114 + 20 part	9186	None	None	None	None
B.cereus_velvet-mira.gam	527	251	5016338	4944132	377	267159	4993552	5432652	35.50	35.50	44126	38930	20550	14779	0	1	319 + 28 part	4876369	0.709	2.829	0.00	4044.79	143.01	56 + 8 part	10326	None	None	None	None
B.cereus_spades-msrca.gam	1127	179	5962659	5678972	1043	459337	5952240	5432652	35.27	35.50	90150	97169	30765	48782	9	0	955 + 54 part	5871941	0.893	1.363	17.37	2937.14	216.75	94 + 19 part	9186	None	None	None	None
B.cereus_mira-abyss.gam	687	437	5670388	5517018	677	524448	5668940	5432652	35.22	35.50	43373	47354	14872	18696	7	1	541 + 66 part	5549358	1.657	1.333	4.82	3333.22	130.97	119 + 85 part	5197	None	None	None	None
B.cereus_MiSeq_msrca-msrca.gam	90	55	5440292	5422846	90	766822	5440292	5432652	35.42	35.50	246697	246697	170659	170659	12	11	0 + 0 part	0	99.014	1.011	0.00	8.96	3.59	5961 + 38 part	766822	246697	246697	170659	170659
B.cereus_msrca-soap.gam	259	180	5640375	5602907	250	397830	5639383	5432652	35.22	35.50	97165	103595	31702	40080	10	2	183 + 49 part	5554719	0.866	1.737	0.00	3035.85	278.63	114 + 20 part	9186	None	None	None	None
B.cereus_spades-soap.gam	1127	179	5962659	5678972	1043	459337	5952240	5432652	35.27	35.50	90150	97169	30765	48782	9	0	955 + 54 part	5871941	0.893	1.363	17.37	2937.14	216.75	94 + 19 part	9186	None	None	None	None
B.cereus_mira-msrca.gam	687	437	5670388	5517018	677	524448	5668940	5432652	35.22	35.50	43373	47354	14872	18696	7	1	541 + 66 part	5549358	1.657	1.333	4.82	3333.22	130.97	119 + 85 part	5197	None	None	None	None
B.cereus_sga-velvet.gam	30012	463	8771094	5397822	967	108975	5588248	5432652	35.16	35.50	22445	23414	10130	11069	1	1	924 + 30 part	5556425	0.545	1.069	0.00	3872.28	129.08	25 + 8 part	5197	None	None	None	None
B.cereus_MiSeq_sga-cabog.gam	3027	95	6150906	5356854	3018	258485	6149255	5432652	37.09	35.50	95505	125228	50495	63452	25	11	4 + 29 part	3413	98.862	1.040	0.00	3.76	2.14	5918 + 74 part	258485	95504	125228	45265	60383
B.cereus_MiSeq_mira-velvet.gam	150	86	5413493	5383503	139	380653	5412376	5432652	35.42	35.50	149306	149306	64895	64895	12	14	4 + 3 part	3727	98.854	1.010	3.55	4.30	2.14	5914 + 78 part	380653	116480	104119	57185	57185
B.cereus_MiSeq_soap-velvet.gam	100	59	5354150	5342924	83	606530	5351229	5432652	35.30	35.50	246346	246346	97012	90965	1	23	1 + 0 part	2316	98.174	1.005	0.00	8.91	3.07	5838 + 45 part	606357	246346	246346	97012	83026
B.cereus_mira-velvet.gam	687	437	5670388	5517018	677	524448	5668940	5432652	35.22	35.50	43373	47354	14872	18696	7	1	541 + 66 part	5549358	1.657	1.333	4.82	3333.22	130.97	119 + 85 part	5197	None	None	None	None
B.cereus_MiSeq_soap-sga.gam	111	64	5352129	5338637	93	606530	5349019	5432652	35.29	35.50	246346	246346	78614	78462	1	22	1 + 0 part	2316	98.122	1.007	0.00	8.95	3.02	5833 + 49 part	606357	246346	246346	78614	78462
B.cereus_MiSeq_abyss-soap.gam	590	63	5436260	5385150	88	430487	5393463	5432652	35.32	35.50	170585	170585	92500	88955	3	30	1 + 0 part	210	98.579	1.011	102.18	8.07	7.53	5840 + 63 part	430487	170516	170516	88955	84403
B.cereus_MiSeq_abyss-sga.gam	604	70	5434809	5380576	102	430487	5392012	5432652	35.33	35.50	132589	132589	84403	84403	3	26	1 + 0 part	210	98.545	1.010	102.21	6.59	7.99	5833 + 68 part	430487	132487	132487	83245	80270
B.cereus_sga-spades.gam	30012	463	8771094	5397822	967	108975	5588248	5432652	35.16	35.50	22445	23414	10130	11069	1	1	924 + 30 part	5556425	0.545	1.069	0.00	3872.28	129.08	25 + 8 part	5197	None	None	None	None
B.cereus_velvet-msrca.gam	527	251	5016338	4944132	377	267159	4993552	5432652	35.50	35.50	44126	38930	20550	14779	0	1	319 + 28 part	4876369	0.709	2.829	0.00	4044.79	143.01	56 + 8 part	10326	None	None	None	None
B.cereus_MiSeq_cabog-velvet.gam	75	74	5417495	5417070	75	258489	5417495	5432652	35.41	35.50	155352	155352	83639	81015	7	7	0 + 0 part	0	99.323	1.007	0.00	5.12	2.45	5934 + 64 part	258489	150479	150479	81015	81015
B.cereus_spades-abyss.gam	1127	179	5962659	5678972	1043	459337	5952240	5432652	35.27	35.50	90150	97169	30765	48782	9	0	955 + 54 part	5871941	0.893	1.363	17.37	2937.14	216.75	94 + 19 part	9186	None	None	None	None
B.cereus_velvet-sga.gam	527	251	5016338	4944132	377	267159	4993552	5432652	35.50	35.50	44126	38930	20550	14779	0	1	319 + 28 part	4876369	0.709	2.829	0.00	4044.79	143.01	56 + 8 part	10326	None	None	None	None
B.cereus_MiSeq_spades-mira.gam	50053	68	17884665	5385054	49930	607428	17869039	5432652	37.73	35.50	251	168918	250	85066	15	13	41518 + 724 part	10462090	98.882	1.374	1.22	13.46	2.77	5928 + 52 part	607428	None	168918	None	78631
B.cereus_MiSeq_spades-soap.gam	50054	64	17886353	5383712	49931	507958	17870727	5432652	37.73	35.50	251	167838	250	99491	14	17	41518 + 724 part	10462090	98.837	1.376	1.25	13.99	2.66	5927 + 48 part	507958	None	167838	None	99370
B.cereus_MiSeq_soap-spades.gam	104	56	5352916	5339541	86	606530	5349806	5432652	35.29	35.50	246346	246346	107147	104257	1	24	1 + 0 part	2316	98.184	1.005	0.17	10.25	3.28	5847 + 44 part	606357	246346	246346	107147	104257
B.cereus_MiSeq_mira-soap.gam	116	52	5417407	5387007	105	554343	5416290	5432652	35.43	35.50	221096	221096	100177	100177	12	17	4 + 4 part	3764	99.034	1.012	3.51	7.23	2.68	5950 + 50 part	554343	209360	209360	90346	90346
B.cereus_abyss-velvet.gam	894	325	5879341	5771919	472	257581	5837565	5432652	35.23	35.50	38893	48302	18719	21996	8	2	379 + 45 part	5772864	0.828	1.206	0.00	3366.71	236.54	103 + 14 part	9186	None	None	None	None
B.cereus_spades-mira.gam	1127	179	5962659	5678972	1043	459337	5952240	5432652	35.27	35.50	90150	97169	30765	48782	9	0	955 + 54 part	5871941	0.893	1.363	17.37	2937.14	216.75	94 + 19 part	9186	None	None	None	None
B.cereus_sga-soap.gam	30012	463	8771094	5397822	967	108975	5588248	5432652	35.16	35.50	22445	23414	10130	11069	1	1	924 + 30 part	5556425	0.545	1.069	0.00	3872.28	129.08	25 + 8 part	5197	None	None	None	None
B.cereus_MiSeq_mira-abyss.gam	114	48	5419583	5387528	103	650500	5418466	5432652	35.43	35.50	237702	237702	139325	139325	12	20	4 + 4 part	3764	98.984	1.022	20.82	4.39	5.02	5948 + 51 part	650437	210472	210472	130165	130165
B.cereus_MiSeq_velvet-msrca.gam	128	57	5364220	5347995	88	768152	5358316	5432652	35.31	35.50	208458	186141	110288	106626	4	12	1 + 2 part	2460	98.389	1.003	0.00	10.66	3.61	5871 + 44 part	768152	208458	186141	97705	97705
B.cereus_MiSeq_mira-mira.gam	164	96	5422635	5389079	153	311769	5421518	5432652	35.43	35.50	116480	116480	52231	52231	12	14	4 + 4 part	3764	98.903	1.011	3.80	3.87	2.12	5908 + 84 part	311769	100038	100038	51519	51519
B.cereus_MiSeq_sga-abyss.gam	3050	77	6153636	5333782	3041	383225	6151985	5432652	37.08	35.50	107580	126730	45749	69731	23	24	4 + 29 part	3413	98.681	1.050	41.79	2.63	8.56	5916 + 70 part	383225	107580	126730	45749	69731
B.cereus_mira-sga.gam	687	437	5670388	5517018	677	524448	5668940	5432652	35.22	35.50	43373	47354	14872	18696	7	1	541 + 66 part	5549358	1.657	1.333	4.82	3333.22	130.97	119 + 85 part	5197	None	None	None	None
B.cereus_abyss-msrca.gam	894	325	5879341	5771919	472	257581	5837565	5432652	35.23	35.50	38893	48302	18719	21996	8	2	379 + 45 part	5772864	0.828	1.206	0.00	3366.71	236.54	103 + 14 part	9186	None	None	None	None
B.cereus_sga-cabog.gam	30012	463	8771094	5397822	967	108975	5588248	5432652	35.16	35.50	22445	23414	10130	11069	1	1	924 + 30 part	5556425	0.545	1.069	0.00	3872.28	129.08	25 + 8 part	5197	None	None	None	None
B.cereus_MiSeq_cabog-soap.gam	51	50	5419038	5418613	51	689782	5419038	5432652	35.41	35.50	247296	247296	126422	126422	8	7	0 + 0 part	0	99.328	1.009	0.00	4.91	2.45	5952 + 46 part	689782	242580	242580	103133	103133
B.cereus_mira-soap.gam	687	437	5670388	5517018	677	524448	5668940	5432652	35.22	35.50	43373	47354	14872	18696	7	1	541 + 66 part	5549358	1.657	1.333	4.82	3333.22	130.97	119 + 85 part	5197	None	None	None	None
B.cereus_MiSeq_mira-sga.gam	153	88	5418447	5387497	142	347033	5417330	5432652	35.43	35.50	149306	149306	63293	59452	12	14	4 + 4 part	3764	98.906	1.011	3.80	3.87	2.12	5916 + 76 part	346970	116480	104119	57185	52231
B.cereus_velvet-cabog.gam	527	251	5016338	4944132	377	267159	4993552	5432652	35.50	35.50	44126	38930	20550	14779	0	1	319 + 28 part	4876369	0.709	2.829	0.00	4044.79	143.01	56 + 8 part	10326	None	None	None	None
B.cereus_MiSeq_abyss-spades.gam	587	60	5436461	5385140	85	430487	5393664	5432652	35.33	35.50	147866	139524	101471	100692	3	30	1 + 0 part	210	98.612	1.008	100.82	7.17	7.37	5857 + 64 part	430487	147866	139524	101260	100568
B.cereus_MiSeq_spades-velvet.gam	50083	93	17888339	5385608	49960	346945	17872713	5432652	37.73	35.50	251	105260	250	60216	14	16	41518 + 724 part	10462090	98.839	1.376	1.29	16.00	2.89	5906 + 69 part	346882	None	105260	None	60216
B.cereus_cabog-soap.gam	164	163	4797470	4796994	164	387299	4797470	5432652	34.97	35.50	79405	61625	31477	18467	4	0	123 + 37 part	4702547	0.588	2.971	0.00	3824.85	309.57	59 + 14 part	5194	None	None	None	None
B.cereus_MiSeq_msrca-soap.gam	87	52	5516823	5499377	87	766822	5516823	5432652	35.38	35.50	257924	257924	183530	183530	12	12	0 + 0 part	0	99.014	1.026	0.00	8.92	3.59	5962 + 37 part	766822	257924	257924	183530	183530
B.cereus_sga-msrca.gam	30012	463	8771094	5397822	967	108975	5588248	5432652	35.16	35.50	22445	23414	10130	11069	1	1	924 + 30 part	5556425	0.545	1.069	0.00	3872.28	129.08	25 + 8 part	5197	None	None	None	None
B.cereus_spades-velvet.gam	1127	179	5962659	5678972	1043	459337	5952240	5432652	35.27	35.50	90150	97169	30765	48782	9	0	955 + 54 part	5871941	0.893	1.363	17.37	2937.14	216.75	94 + 19 part	9186	None	None	None	None
B.cereus_soap-mira.gam	3161	248	5991251	5573897	412	268115	5637793	5432652	35.20	35.50	54744	57933	21019	23414	3	1	363 + 33 part	5594472	0.700	1.122	0.00	3688.69	198.49	61 + 4 part	9186	None	None	None	None
B.cereus_velvet-abyss.gam	527	251	5016338	4944132	377	267159	4993552	5432652	35.50	35.50	44126	38930	20550	14779	0	1	319 + 28 part	4876369	0.709	2.829	0.00	4044.79	143.01	56 + 8 part	10326	None	None	None	None
B.cereus_MiSeq_soap-msrca.gam	89	46	5357420	5346105	71	606530	5354310	5432652	35.30	35.50	246346	246346	125598	125598	4	24	1 + 0 part	2316	98.347	1.006	0.00	12.00	3.18	5864 + 39 part	606357	246346	246346	107147	104258
B.cereus_MiSeq_sga-msrca.gam	2983	62	6148557	5357493	2974	757181	6146906	5432652	37.08	35.50	190778	224990	59869	91313	25	12	4 + 29 part	3413	98.787	1.040	0.00	4.73	1.98	5939 + 51 part	757181	190778	224990	59089	81896
B.cereus_MiSeq_abyss-msrca.gam	588	61	5436965	5385263	86	430487	5394168	5432652	35.33	35.50	170585	170585	99119	99119	3	28	1 + 0 part	210	98.628	1.010	99.87	4.55	7.20	5853 + 62 part	430487	170516	170516	99119	99119
B.cereus_abyss-mira.gam	894	325	5879341	5771919	472	257581	5837565	5432652	35.23	35.50	38893	48302	18719	21996	8	2	379 + 45 part	5772864	0.828	1.206	0.00	3366.71	236.54	103 + 14 part	9186	None	None	None	None
