Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	# misassemblies	# local misassemblies	# unaligned contigs	Unaligned contigs length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	# genes	Largest alignment	NA50	NGA50	NA75	NGA75
R_sphaeroides_HiSeq_cabog-soap_mix	276	272	4299385	4297142	275	86522	4299265	4603060	68.94	68.79	28698	26970	15946	12343	147	14	0 + 1 part	34	92.175	1.014	0.00	28.54	15.65	3700 + 372 part	72325	17978	16647	9524	8016
R_sphaeroides_HiSeq_cabog-spades_mix	234	107	4705116	4669309	230	378725	4704723	4603060	68.54	68.79	98113	98113	59047	60291	20	9	107 + 0 part	25816	98.793	1.033	7.65	17.59	5.65	4243 + 93 part	378724	74016	83460	45559	47313
R_sphaeroides_HiSeq_cabog-velvet_mix	509	365	4514452	4457176	472	114673	4508644	4603060	68.77	68.79	22721	22416	11578	10462	70	5	0 + 5 part	195	97.500	1.003	0.00	20.12	8.09	3889 + 427 part	63630	17910	17650	9327	8743
R_sphaeroides_HiSeq_mira-msrca_mix	83	74	4477849	4472603	83	460231	4477849	4603060	68.86	68.79	198324	198324	102273	79865	8	8	0 + 2 part	77	96.806	1.005	0.42	80.59	6.08	4199 + 55 part	460231	198316	198316	102004	79858
R_sphaeroides_HiSeq_mira-sga_mix	766	255	4614911	4441198	656	132409	4599136	4603060	68.79	68.79	36934	36934	16512	16512	121	21	0 + 6 part	945	98.597	1.017	4.26	18.55	9.50	3963 + 367 part	132409	24533	24533	12377	12377
R_sphaeroides_HiSeq_mira-soap_mix	741	231	4642884	4465294	627	145183	4626522	4603060	68.81	68.79	43300	43300	21528	21528	151	21	0 + 7 part	465	98.928	1.017	4.24	24.73	14.30	3952 + 391 part	98530	26002	26002	11933	12032
R_sphaeroides_HiSeq_mira-spades_mix	229	104	4629688	4594744	225	380059	4629295	4603060	68.67	68.79	100461	100461	52685	58136	25	10	107 + 1 part	25851	98.834	1.024	8.25	10.92	5.80	4242 + 95 part	380059	94324	94324	43392	43392
R_sphaeroides_HiSeq_mira-velvet_mix	710	255	4609552	4453691	606	132580	4594898	4603060	68.79	68.79	38434	38434	16602	16602	97	18	0 + 7 part	1000	98.643	1.011	4.14	18.83	8.32	3974 + 357 part	109149	25125	25125	12221	12221
R_sphaeroides_HiSeq_msrca-sga_mix	87	76	4459877	4453394	87	460231	4459877	4603060	68.86	68.79	196511	196511	104542	102004	8	7	0 + 1 part	29	96.758	1.001	0.00	77.84	5.61	4190 + 62 part	358962	196511	176783	104542	102004
R_sphaeroides_HiSeq_msrca-soap_mix	80	70	4473438	4467836	80	460609	4473438	4603060	68.86	68.79	196511	196511	114520	104542	14	7	0 + 1 part	29	96.701	1.005	0.00	81.21	6.65	4189 + 60 part	460609	196511	196511	114352	104542
R_sphaeroides_HiSeq_msrca-spades_mix	71	65	4466620	4462693	71	460609	4466620	4603060	68.86	68.79	230139	222851	131520	128023	15	6	0 + 1 part	29	96.862	1.002	1.81	69.28	5.83	4205 + 50 part	460609	200885	200885	128023	128023
R_sphaeroides_HiSeq_msrca-velvet_mix	84	74	4481118	4475107	84	460231	4481118	4603060	68.87	68.79	196511	196511	104542	104542	9	6	0 + 1 part	29	96.736	1.006	0.00	77.84	5.64	4193 + 60 part	358962	176783	176783	104542	102004
R_sphaeroides_HiSeq_sga-soap_mix	1490	308	4624571	4436534	458	130000	4507400	4603060	68.85	68.79	29429	28047	13729	13110	159	21	1 + 5 part	2316	97.078	1.008	0.00	20.32	15.51	3850 + 458 part	67171	18633	18399	8990	8637
R_sphaeroides_HiSeq_sga-spades_mix	254	120	4629983	4589951	250	291333	4629590	4603060	68.67	68.79	90474	90474	47691	49959	14	5	107 + 0 part	25816	98.783	1.016	10.15	8.05	4.07	4237 + 98 part	291332	83460	87434	42137	42137
R_sphaeroides_HiSeq_sga-velvet_mix	524	359	4503653	4443355	479	86513	4496632	4603060	68.77	68.79	21744	20614	11608	10930	67	14	0 + 3 part	124	97.310	1.002	0.00	11.50	6.36	3903 + 415 part	86223	17574	16994	9729	9277
R_sphaeroides_HiSeq_soap-spades_mix	219	95	4644178	4610354	216	511527	4643966	4603060	68.68	68.79	117280	118623	67626	67626	34	7	107 + 0 part	25816	98.841	1.019	8.42	8.46	6.68	4246 + 91 part	289912	84351	84351	42417	43205
R_sphaeroides_HiSeq_soap-velvet_mix	414	297	4538684	4494891	380	127214	4533565	4603060	68.81	68.79	29211	29077	15686	14888	111	12	2 + 5 part	127617	95.004	1.009	0.00	17.72	14.54	3810 + 382 part	79262	18961	18735	9373	9004
R_sphaeroides_HiSeq_spades-velvet_mix	249	115	4626753	4586721	245	378725	4626360	4603060	68.67	68.79	96559	98113	47313	51206	14	6	107 + 0 part	25816	98.769	1.015	10.33	7.92	4.09	4237 + 99 part	291333	96559	96559	42417	42417
