Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	# misassemblies	# local misassemblies	# unaligned contigs	Unaligned contigs length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	# genes	Largest alignment	NA50	NGA50	NA75	NGA75
S.aureus_mira-msrca.gam	249	65	2889431	2826619	202	379101	2882897	2903081	32.80	32.73	146765	146765	50006	50006	89	80	115 + 16 part	108902	90.547	1.057	3.92	870.14	60.38	2472 + 63 part	187515	49345	49345	31356	31356
S.aureus_velvet-cabog.gam	73	49	2829197	2822489	62	336190	2827307	2903081	32.73	32.73	157544	129808	55960	53315	72	81	10 + 9 part	70741	90.387	1.051	0.00	872.61	59.84	2468 + 60 part	187397	64058	57767	33895	33070
S.aureus_cabog-sga.gam	54	54	2796176	2796176	54	285328	2796176	2903081	32.73	32.73	111165	102839	56580	53749	91	66	5 + 9 part	29513	89.919	1.061	0.00	854.65	72.71	2455 + 57 part	172651	45901	45835	29328	24159
S.aureus_cabog-velvet.gam	49	49	2795262	2795262	49	285328	2795262	2903081	32.73	32.73	162751	162751	62375	55917	88	70	4 + 7 part	23743	89.944	1.063	0.00	855.71	69.51	2455 + 58 part	172651	49049	45943	30426	24159
S.aureus_msrca-spades.gam	47	30	2871584	2864221	47	449789	2871584	2903081	32.84	32.73	244336	244336	175306	175306	79	80	6 + 12 part	39456	90.436	1.080	0.00	887.17	60.72	2473 + 57 part	187458	70865	70865	36523	34865
S.aureus_soap-velvet.gam	250	42	2854731	2822245	62	364183	2829537	2903081	32.71	32.73	146332	146332	92501	92501	72	85	17 + 7 part	62545	90.237	1.057	0.00	871.88	56.43	2467 + 54 part	187397	79978	79978	33715	32711
S.aureus_sga-abyss.gam	1509	87	3077473	2893958	151	173164	2916790	2903081	32.71	32.73	53685	53685	34876	34898	68	68	33 + 13 part	74472	89.825	1.090	0.00	845.52	45.41	2442 + 71 part	137668	39878	39878	24162	24162
S.aureus_velvet-soap.gam	66	46	2829113	2823972	56	364179	2827419	2903081	32.73	32.73	146284	146284	85561	53315	73	83	10 + 6 part	60568	90.239	1.055	0.00	873.08	60.59	2467 + 56 part	187397	70865	70865	33895	32712
S.aureus_sga-cabog.gam	1543	88	3022687	2836581	148	285065	2856739	2903081	32.69	32.73	60124	60124	35438	34963	71	58	33 + 19 part	75533	89.894	1.066	0.00	844.46	51.12	2443 + 67 part	172652	38178	37330	19164	18991
S.aureus_velvet-sga.gam	73	49	2831965	2825373	61	336190	2829916	2903081	32.73	32.73	157557	157557	65188	64578	75	80	11 + 7 part	65614	90.223	1.054	0.00	874.16	55.75	2467 + 57 part	187397	64058	57767	33895	33070
S.aureus_cabog-msrca.gam	47	47	2795179	2795179	47	285328	2795179	2903081	32.73	32.73	153356	153356	62643	56580	87	69	4 + 7 part	24349	89.957	1.062	0.00	860.34	69.61	2465 + 55 part	172651	49049	45901	30426	24159
S.aureus_msrca-sga.gam	50	34	2895104	2888077	50	449789	2895104	2903081	32.86	32.73	221821	221821	123428	123428	77	80	5 + 15 part	90694	90.436	1.069	0.00	889.08	59.20	2473 + 57 part	187458	70865	70865	34865	34865
S.aureus_velvet-mira.gam	58	39	2829202	2824398	48	349754	2827502	2903081	32.74	32.73	224405	224405	85561	83531	75	84	5 + 7 part	32987	90.378	1.065	0.07	870.21	52.26	2471 + 54 part	187397	60866	56052	34865	33895
S.aureus_soap-sga.gam	249	42	2853524	2820535	63	364183	2828372	2903081	32.71	32.73	172722	159642	105387	95780	71	81	15 + 9 part	67440	90.071	1.056	0.00	864.39	62.65	2455 + 52 part	187397	70865	70865	34865	33715
S.aureus_soap-abyss.gam	265	45	2855254	2821441	65	364183	2828311	2903081	32.71	32.73	146332	146332	92436	53313	71	82	13 + 9 part	60679	90.078	1.059	0.00	864.58	56.37	2457 + 54 part	187397	79978	79978	33715	32354
S.aureus_mira-cabog.gam	236	62	2886284	2829260	189	379101	2879750	2903081	32.80	32.73	146765	146765	50093	50006	86	80	105 + 17 part	110567	90.566	1.054	3.96	867.20	60.64	2474 + 62 part	187515	49345	49345	31356	31356
S.aureus_soap-msrca.gam	248	29	2856488	2823424	48	364183	2829546	2903081	32.71	32.73	186946	186946	122707	122707	77	80	12 + 5 part	26614	90.230	1.071	0.00	871.14	63.11	2469 + 51 part	187397	70865	70865	35824	34865
S.aureus_sga-mira.gam	1428	81	2994543	2825926	128	228631	2842706	2903081	32.71	32.73	63542	62103	38697	38251	70	66	26 + 15 part	79130	89.837	1.059	0.04	843.61	45.75	2446 + 69 part	137692	43188	43188	22162	19682
S.aureus_soap-spades.gam	250	29	2855810	2822880	46	364183	2828303	2903081	32.71	32.73	240473	220273	158140	122505	78	83	14 + 4 part	25926	90.319	1.070	0.07	872.35	64.08	2473 + 51 part	187397	70865	70865	35824	34865
S.aureus_velvet-spades.gam	57	38	2831533	2827057	46	349754	2829680	2903081	32.73	32.73	172724	172724	92503	85561	80	83	8 + 3 part	20180	90.278	1.071	0.07	873.54	56.09	2468 + 57 part	187397	64058	64058	34906	33070
S.aureus_cabog-mira.gam	47	47	2794631	2794631	47	285328	2794631	2903081	32.73	32.73	153356	153356	62643	56580	88	69	2 + 8 part	22229	89.919	1.063	0.07	855.53	70.64	2456 + 56 part	172651	49049	45901	30426	24159
S.aureus_abyss-cabog.gam	110	74	3032097	3025865	82	244957	3029374	2903081	32.93	32.73	99239	102984	38590	44500	78	74	8 + 9 part	104680	90.710	1.106	0.00	859.73	60.76	2468 + 65 part	187397	49061	50757	24162	30431
S.aureus_cabog-abyss.gam	50	50	2814726	2814726	50	285328	2814726	2903081	32.75	32.73	153356	153356	56580	53749	93	67	4 + 8 part	48069	89.919	1.061	0.00	854.23	71.90	2456 + 56 part	172651	45901	45835	30426	25753
S.aureus_sga-velvet.gam	1459	81	3121035	2944159	135	185084	2965203	2903081	32.75	32.73	65315	65315	41585	43066	67	72	34 + 15 part	63140	90.001	1.110	0.00	853.17	49.53	2449 + 70 part	137561	42948	45433	30392	31317
S.aureus_spades-mira.gam	77	46	4227018	4217534	73	350174	4226622	2903081	32.78	32.73	241911	245398	122608	220323	118	123	25 + 5 part	27863	90.561	1.598	1.30	869.14	54.17	2479 + 51 part	187456	70865	100263	35824	64416
S.aureus_msrca-velvet.gam	47	33	2927460	2921494	47	449789	2927460	2903081	32.86	32.73	221821	221821	123428	123428	77	80	5 + 14 part	91761	90.436	1.081	0.00	889.00	59.20	2474 + 56 part	187458	70865	70865	34865	34865
S.aureus_spades-abyss.gam	71	39	2861879	2851423	67	459412	2861483	2903081	32.79	32.73	220323	220323	105739	105739	81	84	27 + 6 part	33715	90.558	1.074	1.99	869.13	49.76	2477 + 53 part	187456	68736	68736	34865	34154
S.aureus_abyss-msrca.gam	98	64	3027825	3023291	70	244957	3025129	2903081	32.93	32.73	149174	152391	51850	55266	81	74	5 + 9 part	102503	90.740	1.106	0.00	869.74	62.83	2470 + 63 part	187397	50757	51605	26606	31907
S.aureus_sga-soap.gam	1457	76	3074114	2898442	133	220328	2917946	2903081	32.72	32.73	80216	80216	40622	40622	63	71	29 + 14 part	60946	89.755	1.095	0.00	840.31	47.29	2439 + 66 part	172707	49062	49062	30298	30298
S.aureus_spades-velvet.gam	69	38	2861689	2852205	65	365645	2861293	2903081	32.79	32.73	187080	187080	122608	122608	82	83	26 + 6 part	30054	90.558	1.075	1.89	870.16	52.73	2478 + 52 part	187456	70865	70865	35824	34865
S.aureus_sga-msrca.gam	1465	84	3054711	2876075	142	173010	2899178	2903081	32.74	32.73	63445	63445	41231	41231	64	70	31 + 14 part	45992	89.933	1.093	0.00	850.19	46.96	2446 + 75 part	137514	40350	40350	26606	26606
S.aureus_abyss-velvet.gam	97	60	3034898	3028214	70	351892	3032315	2903081	32.92	32.73	106043	113213	51850	55327	83	81	5 + 8 part	99932	90.825	1.107	0.00	868.47	62.77	2477 + 63 part	187397	53802	56213	30431	33708
S.aureus_cabog-soap.gam	47	47	2795061	2795061	47	285328	2795061	2903081	32.73	32.73	153356	153356	62375	55918	88	69	3 + 6 part	21568	89.927	1.064	0.00	854.69	69.64	2456 + 57 part	172651	49049	45943	30426	25753
S.aureus_mira-abyss.gam	205	54	2882146	2839567	158	379101	2875612	2903081	32.80	32.73	132448	132448	56772	56772	90	80	81 + 13 part	84010	90.593	1.063	3.51	869.60	59.67	2479 + 57 part	187515	56179	56179	31356	31356
S.aureus_mira-spades.gam	237	56	2886649	2825665	190	379101	2880115	2903081	32.79	32.73	146765	146765	89249	89249	89	82	104 + 15 part	75966	90.564	1.068	3.68	867.17	58.25	2474 + 62 part	187515	53228	53228	31712	31356
S.aureus_soap-cabog.gam	261	40	2855378	2821735	59	364183	2828107	2903081	32.71	32.73	159642	154046	95780	92436	71	82	13 + 8 part	70600	90.120	1.055	0.00	864.18	63.04	2461 + 53 part	187397	79978	79978	35824	33070
S.aureus_abyss-sga.gam	129	86	3040615	3031703	100	244957	3037779	2903081	32.93	32.73	80142	81547	38351	43179	70	73	8 + 14 part	111168	90.691	1.106	0.00	860.36	62.44	2467 + 65 part	187397	42776	50757	22162	29333
S.aureus_cabog-spades.gam	43	43	2815034	2815034	43	285328	2815034	2903081	32.75	32.73	173377	162751	68051	66614	91	70	4 + 4 part	17531	89.992	1.072	0.00	856.53	70.74	2467 + 53 part	172651	53107	53107	26603	24159
S.aureus_spades-msrca.gam	65	34	2861307	2851823	61	365645	2860911	2903081	32.79	32.73	187080	187080	122608	122608	82	83	24 + 5 part	24205	90.557	1.078	1.78	872.14	52.80	2479 + 51 part	187456	70865	70865	35824	34865
S.aureus_abyss-soap.gam	107	68	3030073	3023091	79	246804	3027377	2903081	32.93	32.73	127531	127531	44500	50008	78	76	6 + 9 part	106259	90.688	1.104	0.00	858.99	59.87	2467 + 63 part	187397	51605	53802	26606	33070
S.aureus_spades-soap.gam	66	36	2861410	2852298	62	365651	2861014	2903081	32.79	32.73	241916	220323	158229	122608	82	83	26 + 4 part	28562	90.557	1.076	1.89	870.05	53.37	2479 + 51 part	187456	70865	70865	35824	34865
S.aureus_spades-cabog.gam	70	39	2861780	2851648	66	362076	2861384	2903081	32.79	32.73	187080	187080	122608	122608	81	85	27 + 6 part	33715	90.573	1.074	1.99	869.66	53.78	2477 + 53 part	187456	70865	70865	35824	34865
S.aureus_msrca-abyss.gam	49	34	2933177	2926469	49	449789	2933177	2903081	32.86	32.73	244336	244336	174868	174868	78	81	6 + 13 part	90941	90.436	1.084	0.00	888.73	59.20	2473 + 57 part	187458	70865	70865	34865	34865
S.aureus_mira-velvet.gam	177	41	2872615	2837306	130	379101	2866081	2903081	32.80	32.73	190425	190425	89385	89385	94	81	64 + 11 part	51151	90.584	1.072	3.07	870.17	60.06	2480 + 55 part	187515	56179	56179	33070	31712
S.aureus_mira-sga.gam	202	57	2878463	2839055	155	379101	2871929	2903081	32.80	32.73	132448	132448	50006	50006	89	80	77 + 13 part	88765	90.593	1.060	3.55	869.68	59.63	2479 + 57 part	187515	52166	49345	31356	31356
S.aureus_abyss-mira.gam	116	75	3031656	3023939	87	246804	3028820	2903081	32.93	32.73	89788	90647	43259	50008	77	75	6 + 7 part	97082	90.781	1.107	0.03	864.63	61.28	2472 + 64 part	187397	50757	51605	22162	31907
